,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1015,1016,1017,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
14594,1,2,15,1,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14595,5,0,68,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14596,1,0,12,5,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001
14597,5,0,64,3,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
14598,1,0,1,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14599,6,1,37,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14600,2,1,21,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14601,2,1,51,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14602,3,0,11,1,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14603,1,0,14,1,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14604,2,1,32,1,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14605,1,1,25,5,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14606,1,0,0,9,Thursday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14607,4,0,4,7,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14608,3,0,2,2,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14609,3,1,8,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14610,3,1,1,4,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001
14611,1,0,7,9,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14612,1,2,47,5,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14613,5,1,63,9,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14614,1,1,24,4,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14615,5,2,54,1,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14616,3,1,35,1,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14617,2,2,2,9,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14618,5,2,3,5,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14619,3,1,18,6,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14620,1,2,9,2,Monday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14621,2,1,95,7,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14622,2,1,66,4,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14623,1,0,90,7,Wednesday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
14624,4,1,37,6,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14625,5,2,95,3,Thursday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14626,1,0,19,1,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14627,3,0,7,6,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14628,1,0,19,1,Sunday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14629,6,0,20,4,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001
14630,1,0,0,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14631,1,1,49,1,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14632,4,0,66,1,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14633,6,2,3,2,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14634,6,1,97,1,Wednesday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14635,1,1,98,4,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14636,4,1,16,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14637,2,0,9,8,Monday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14638,4,1,56,3,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14639,5,1,87,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14640,1,0,3,9,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14641,5,0,1,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14642,2,0,19,7,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14643,6,2,1,6,Sunday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14644,3,0,35,1,Tuesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14645,4,0,14,7,Wednesday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14646,1,0,18,8,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14647,3,1,11,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14648,2,2,100,1,Sunday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14649,1,0,8,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14650,3,0,0,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14651,4,2,15,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14652,1,2,98,9,Saturday,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14653,1,0,36,8,Friday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14654,1,1,63,8,Friday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14655,2,0,83,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14656,1,0,53,6,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14657,4,0,32,9,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14658,3,0,70,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14659,3,1,1,6,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14660,5,1,78,8,Sunday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14661,2,2,47,1,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14662,4,0,87,2,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14663,1,1,16,9,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
14664,5,2,1,6,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14665,4,2,60,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14666,3,0,90,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14667,5,1,30,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14668,4,2,46,1,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14669,1,1,5,1,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14670,1,0,7,8,Tuesday,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14671,1,1,10,4,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14672,1,1,24,8,Sunday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14673,5,0,58,7,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14674,2,0,6,3,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14675,1,0,4,7,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14676,2,0,51,7,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14677,2,0,26,9,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14678,1,0,20,4,Friday,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14679,6,0,40,8,Friday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14680,5,0,75,8,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14681,1,1,4,6,Saturday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14682,2,0,88,2,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14683,1,2,87,1,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14684,6,2,26,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14685,4,0,20,7,Tuesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14686,2,0,9,5,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14687,1,0,0,6,Monday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14688,5,1,23,9,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14689,6,1,98,1,Tuesday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14690,4,0,7,2,Saturday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14691,1,0,72,6,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
14692,4,0,0,2,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
14693,4,0,0,2,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14694,1,0,69,3,Friday,0.0001,1.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
14695,3,0,24,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14696,2,0,62,1,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14697,6,0,26,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14698,2,1,20,2,Saturday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14699,6,0,1,1,Friday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14700,2,0,1,3,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14701,5,0,1,2,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14702,2,0,65,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14703,3,1,12,8,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14704,1,1,83,1,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14705,3,0,57,1,Friday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14706,1,1,46,8,Wednesday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
14707,4,0,39,2,Tuesday,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14708,6,0,2,7,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14709,1,1,0,9,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14710,1,1,73,4,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14711,5,2,43,2,Wednesday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14712,2,0,1,2,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
14713,6,0,22,2,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
