Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay
1,0,12,4,Friday
4,0,96,1,Friday
4,1,27,5,Saturday
3,2,24,1,Monday
2,2,57,9,Friday
3,0,93,1,Wednesday
1,0,48,3,Saturday
2,0,1,3,Sunday
3,1,2,4,Monday
2,0,81,2,Friday
2,2,37,3,Friday
2,1,90,8,Friday
1,0,26,1,Friday
3,0,74,2,Saturday
1,0,63,7,Monday
4,1,17,7,Tuesday
5,0,0,2,Friday
1,1,8,2,Sunday
5,0,44,1,Sunday
2,0,94,8,Friday
1,2,45,4,Friday
4,1,95,2,Monday
6,0,20,7,Friday
6,0,39,2,Wednesday
2,0,45,1,Saturday
5,2,76,1,Monday
3,1,41,6,Thursday
1,1,0,2,Sunday
1,0,19,5,Saturday
2,0,19,9,Monday
2,0,52,2,Saturday
3,0,10,1,Monday
3,0,41,3,Wednesday
4,0,62,2,Sunday
1,0,28,8,Friday
1,1,2,5,Thursday
5,1,22,4,Sunday
5,2,28,9,Thursday
1,2,7,6,Monday
2,0,100,1,Wednesday
4,2,52,3,Saturday
2,1,97,1,Tuesday
3,1,31,1,Friday
5,1,88,1,Saturday
2,0,1,2,Friday
2,2,85,5,Friday
2,0,10,5,Friday
2,0,10,1,Wednesday
1,2,22,2,Saturday
1,2,2,1,Saturday
2,0,22,2,Sunday
3,1,1,5,Friday
2,0,100,1,Tuesday
2,0,82,2,Tuesday
4,0,37,7,Thursday
2,1,70,3,Wednesday
1,1,28,9,Sunday
1,2,71,1,Friday
1,1,43,1,Thursday
2,0,36,1,Tuesday
3,0,91,6,Tuesday
1,0,92,3,Tuesday
1,0,41,7,Saturday
6,1,35,3,Tuesday
5,0,10,5,Monday
4,2,59,3,Friday
1,2,0,7,Saturday
1,1,0,1,Saturday
1,0,0,3,Wednesday
1,2,0,2,Sunday
6,2,1,1,Wednesday
3,0,30,8,Tuesday
3,1,15,1,Saturday
6,0,15,9,Monday
1,0,1,3,Saturday
1,0,48,7,Saturday
4,1,53,9,Sunday
2,1,2,6,Saturday
1,1,21,1,Tuesday
6,0,53,1,Wednesday
5,0,30,2,Wednesday
2,1,84,4,Friday
3,0,28,1,Friday
4,1,70,6,Thursday
3,0,73,4,Saturday
1,0,0,5,Friday
6,1,1,2,Friday
4,0,86,1,Wednesday
5,1,1,1,Saturday
6,2,5,8,Friday
1,0,9,1,Friday
2,0,30,1,Friday
4,0,4,2,Saturday
4,1,90,1,Saturday
4,2,24,7,Friday
3,0,2,4,Saturday
1,0,0,8,Monday
6,1,3,1,Saturday
1,0,4,8,Saturday
4,0,100,1,Friday
1,1,68,7,Tuesday
3,1,6,2,Saturday
1,0,23,4,Saturday
1,0,65,7,Friday
1,0,97,1,Tuesday
1,0,98,9,Thursday
1,1,73,4,Sunday
4,0,38,1,Friday
3,0,70,2,Friday
1,2,0,6,Saturday
5,0,38,9,Tuesday
2,0,4,3,Saturday
6,1,95,1,Friday
6,0,45,1,Sunday
2,1,39,7,Sunday
6,0,51,1,Saturday
1,0,59,2,Saturday
6,2,40,8,Wednesday
2,0,54,9,Saturday
1,2,37,5,Saturday
5,0,33,4,Friday
1,0,92,1,Wednesday
1,2,0,7,Sunday
2,0,55,1,Saturday
1,0,24,4,Saturday
2,1,45,3,Saturday
1,0,24,2,Tuesday
1,0,89,3,Thursday
5,0,21,1,Tuesday
1,1,38,3,Friday
1,0,34,3,Wednesday
5,0,21,7,Tuesday
6,0,84,1,Friday
1,1,5,6,Sunday
4,0,16,3,Wednesday
5,0,72,1,Sunday
1,2,22,3,Wednesday
2,0,15,2,Tuesday
3,1,71,2,Friday
5,1,80,9,Thursday
1,0,41,8,Friday
6,0,11,1,Friday
5,0,15,5,Monday
3,2,2,8,Sunday
2,0,26,3,Wednesday
2,2,10,3,Saturday
5,0,60,6,Monday
2,2,53,5,Tuesday
1,1,1,6,Sunday
5,1,0,1,Saturday
1,0,76,8,Tuesday
4,1,18,1,Wednesday
4,0,0,4,Wednesday
3,1,41,1,Friday
1,0,18,9,Tuesday
4,1,34,1,Friday
1,0,92,8,Saturday
1,0,1,1,Wednesday
1,0,70,1,Saturday
1,1,66,1,Friday
3,0,78,1,Tuesday
3,1,9,9,Friday
3,2,88,2,Monday
1,0,63,8,Friday
1,2,83,1,Wednesday
3,2,26,4,Friday
2,0,16,5,Saturday
3,0,5,5,Friday
2,0,85,3,Friday
1,0,38,3,Saturday
4,0,0,2,Saturday
1,1,26,5,Sunday
1,0,73,1,Wednesday
2,2,5,3,Monday
1,1,16,2,Sunday
3,0,17,5,Thursday
6,0,1,1,Sunday
1,2,1,4,Friday
5,1,1,1,Wednesday
4,0,55,1,Friday
2,0,3,4,Monday
2,0,100,1,Friday
6,2,64,8,Sunday
1,1,28,1,Saturday
4,0,58,8,Friday
6,0,64,2,Friday
1,2,3,1,Friday
2,0,0,2,Saturday
1,2,99,1,Wednesday
1,2,51,8,Saturday
2,0,0,9,Tuesday
3,0,85,1,Friday
1,0,53,1,Saturday
1,1,14,3,Sunday
5,2,71,4,Wednesday
1,1,19,5,Sunday
2,0,97,8,Sunday
1,0,80,7,Wednesday
2,1,4,4,Friday
3,0,59,2,Saturday
4,1,69,1,Friday
5,2,0,6,Wednesday
1,1,48,4,Friday
5,1,0,8,Saturday
1,0,66,2,Friday
1,0,7,6,Sunday
2,0,58,3,Friday
5,1,22,1,Friday
1,2,54,8,Thursday
3,1,14,5,Thursday
5,1,83,1,Wednesday
6,1,61,3,Friday
4,2,88,2,Tuesday
6,0,15,5,Saturday
1,0,100,5,Wednesday
2,0,31,1,Saturday
6,0,20,3,Thursday
6,2,38,1,Saturday
3,0,9,5,Monday
1,0,8,2,Wednesday
1,0,1,1,Monday
2,0,63,2,Wednesday
1,0,8,2,Saturday
5,0,5,4,Tuesday
4,0,0,2,Thursday
2,1,25,1,Wednesday
1,2,4,2,Thursday
3,0,96,7,Monday
4,0,31,4,Friday
1,0,1,1,Saturday
2,2,84,7,Friday
2,0,85,6,Sunday
1,0,50,3,Sunday
3,0,75,7,Friday
2,2,1,2,Sunday
3,0,31,8,Saturday
3,2,13,3,Tuesday
2,0,97,4,Sunday
1,1,96,1,Saturday
1,0,13,1,Friday
4,0,11,7,Saturday
6,0,75,1,Friday
3,2,59,9,Thursday
5,1,5,1,Wednesday
5,2,22,4,Monday
5,2,8,1,Saturday
3,2,35,5,Friday
1,2,87,1,Friday
2,0,2,6,Monday
3,2,33,2,Wednesday
5,1,69,1,Sunday
6,2,18,6,Friday
6,0,3,1,Thursday
2,0,59,2,Monday
3,1,59,9,Sunday
3,0,70,4,Monday
1,0,10,2,Saturday
1,0,0,2,Saturday
1,2,11,6,Friday
2,2,84,1,Saturday
1,0,2,2,Tuesday
3,0,0,1,Tuesday
2,0,0,5,Friday
3,0,56,1,Wednesday
2,2,13,4,Friday
1,2,69,1,Saturday
2,0,10,2,Saturday
1,2,9,1,Wednesday
3,0,11,2,Monday
2,1,5,1,Thursday
4,0,65,8,Sunday
1,0,0,1,Friday
1,0,100,1,Friday
1,0,62,2,Tuesday
1,0,83,3,Monday
5,0,18,9,Saturday
2,0,42,8,Friday
1,0,14,1,Sunday
4,0,87,5,Monday
4,1,9,6,Friday
5,0,37,1,Thursday
4,1,4,8,Sunday
5,2,18,3,Friday
1,2,64,7,Thursday
2,0,31,4,Saturday
3,0,29,1,Saturday
1,0,82,8,Sunday
4,0,24,2,Wednesday
1,0,49,9,Wednesday
1,1,74,4,Tuesday
1,0,8,7,Sunday
1,0,7,2,Sunday
4,0,2,5,Friday
1,0,58,7,Friday
1,0,86,7,Friday
1,0,79,2,Tuesday
3,0,0,3,Friday
5,0,4,2,Monday
4,1,25,6,Tuesday
1,1,91,6,Thursday
2,1,53,2,Monday
2,0,9,2,Sunday
1,2,11,7,Friday
2,1,41,2,Saturday
2,0,36,5,Saturday
4,0,46,1,Wednesday
1,0,0,2,Wednesday
3,0,3,4,Sunday
1,1,67,4,Friday
4,0,54,1,Monday
2,2,29,9,Friday
3,0,21,2,Friday
1,0,75,8,Saturday
2,0,54,1,Friday
1,2,21,3,Saturday
6,1,60,4,Tuesday
3,0,20,7,Wednesday
4,0,42,2,Thursday
1,0,0,4,Monday
2,0,78,2,Saturday
2,1,0,6,Saturday
2,2,3,5,Friday
3,1,84,3,Friday
3,0,11,9,Friday
1,0,0,1,Tuesday
2,2,1,4,Monday
5,2,37,8,Monday
3,1,57,2,Wednesday
1,1,15,5,Wednesday
2,2,21,5,Wednesday
1,0,90,2,Saturday
6,0,62,1,Monday
6,0,29,1,Saturday
3,1,63,2,Friday
3,1,37,5,Sunday
1,2,72,5,Saturday
3,0,84,8,Thursday
3,2,57,1,Monday
4,1,31,3,Friday
5,1,33,3,Saturday
2,0,16,5,Saturday
3,2,44,8,Thursday
3,0,34,1,Friday
3,2,49,2,Sunday
6,2,62,1,Friday
3,0,2,3,Friday
1,2,35,9,Friday
1,1,100,2,Wednesday
3,1,14,2,Wednesday
1,0,8,3,Friday
1,0,23,7,Friday
6,1,42,3,Tuesday
1,0,5,3,Tuesday
2,1,8,1,Friday
4,2,55,6,Wednesday
5,0,0,8,Friday
3,2,11,3,Sunday
1,0,10,2,Wednesday
1,2,68,1,Saturday
4,0,8,4,Friday
3,1,20,4,Friday
1,1,75,3,Saturday
1,0,13,2,Saturday
4,0,1,1,Friday
4,0,69,6,Saturday
1,2,13,4,Monday
6,0,11,3,Wednesday
1,0,42,1,Tuesday
1,2,0,8,Sunday
6,2,4,9,Tuesday
1,1,0,1,Wednesday
5,0,84,6,Wednesday
6,0,88,1,Saturday
2,0,1,3,Thursday
1,1,42,1,Saturday
5,0,91,7,Wednesday
3,0,0,1,Thursday
4,0,46,1,Saturday
3,1,100,2,Thursday
5,0,96,8,Wednesday
3,1,36,5,Saturday
3,1,61,2,Saturday
5,2,0,6,Saturday
6,1,31,9,Saturday
2,0,7,4,Friday
5,0,32,1,Saturday
6,0,100,4,Friday
2,0,41,4,Saturday
6,0,44,5,Saturday
4,2,63,1,Friday
1,1,83,1,Friday
1,0,64,6,Saturday
2,0,43,9,Saturday
1,0,61,2,Tuesday
5,0,88,2,Tuesday
6,1,20,2,Tuesday
5,0,14,8,Friday
3,0,52,6,Friday
2,0,7,2,Sunday
6,1,82,2,Monday
5,0,3,6,Friday
1,0,55,6,Thursday
6,0,21,8,Wednesday
6,0,3,3,Thursday
1,0,55,1,Saturday
2,0,9,7,Friday
5,1,22,2,Sunday
1,0,58,4,Saturday
3,1,2,1,Wednesday
1,2,36,1,Saturday
3,0,2,3,Saturday
3,0,85,2,Thursday
3,0,39,1,Thursday
5,0,33,3,Saturday
6,0,75,6,Tuesday
1,0,67,2,Saturday
2,0,36,7,Friday
1,0,1,4,Friday
2,0,89,3,Wednesday
5,0,8,9,Tuesday
2,0,1,4,Saturday
2,2,0,3,Friday
1,0,68,2,Friday
2,1,99,5,Friday
4,2,1,2,Sunday
4,0,3,5,Wednesday
1,1,66,2,Tuesday
3,1,1,3,Tuesday
1,0,13,1,Monday
3,1,93,2,Friday
4,0,23,8,Friday
1,1,15,1,Friday
4,1,54,5,Saturday
1,0,77,1,Saturday
1,1,60,4,Saturday
2,1,13,1,Saturday
1,1,1,1,Monday
4,1,16,5,Thursday
6,0,13,7,Tuesday
2,0,2,5,Tuesday
2,0,11,1,Friday
3,2,95,6,Saturday
6,1,34,6,Thursday
3,1,47,1,Saturday
3,0,5,3,Saturday
4,2,98,3,Friday
3,0,10,6,Monday
2,0,45,3,Friday
1,0,83,3,Friday
4,1,51,3,Tuesday
5,2,6,1,Wednesday
1,2,41,3,Friday
4,0,40,8,Tuesday
6,0,60,6,Friday
4,2,45,6,Friday
1,0,2,1,Monday
3,0,61,1,Friday
6,1,0,3,Wednesday
1,2,40,7,Thursday
6,0,73,1,Thursday
2,1,6,9,Saturday
1,1,14,2,Saturday
1,0,0,1,Thursday
3,0,24,8,Saturday
1,0,0,7,Saturday
3,1,29,5,Tuesday
1,0,92,2,Wednesday
1,0,56,5,Friday
1,0,51,2,Tuesday
2,0,18,4,Saturday
2,2,29,6,Friday
6,0,38,3,Tuesday
5,1,0,6,Wednesday
4,1,31,1,Saturday
3,0,49,3,Tuesday
1,0,69,1,Thursday
1,0,23,2,Saturday
6,0,40,9,Wednesday
4,1,3,8,Friday
3,0,59,4,Friday
6,1,16,4,Saturday
1,2,73,7,Monday
6,0,1,4,Monday
1,2,2,4,Monday
1,1,39,5,Monday
2,1,4,5,Tuesday
1,0,0,4,Wednesday
1,0,33,1,Thursday
1,0,2,1,Saturday
4,0,83,7,Friday
1,0,0,5,Saturday
2,2,49,1,Monday
6,0,22,7,Friday
4,2,0,6,Wednesday
3,2,19,9,Saturday
6,2,91,2,Tuesday
3,1,98,7,Friday
5,0,58,3,Wednesday
1,2,6,7,Thursday
2,1,66,3,Saturday
1,0,90,2,Saturday
2,0,32,4,Monday
2,0,35,9,Tuesday
2,2,36,3,Monday
3,0,85,7,Monday
2,1,6,3,Saturday
1,1,34,4,Saturday
1,0,2,5,Saturday
6,0,66,6,Sunday
1,0,32,1,Saturday
2,1,6,7,Wednesday
5,0,6,4,Saturday
3,2,42,2,Saturday
6,0,79,3,Thursday
4,2,0,9,Saturday
2,0,7,2,Monday
2,2,36,5,Friday
1,0,29,6,Saturday
4,0,0,1,Saturday
2,2,9,5,Friday
5,0,14,1,Tuesday
6,0,12,1,Saturday
3,0,38,2,Saturday
1,0,19,2,Friday
5,0,2,5,Tuesday
4,0,52,1,Friday
3,1,12,1,Wednesday
1,0,64,7,Sunday
1,1,94,6,Sunday
6,1,71,2,Thursday
4,1,78,6,Saturday
4,0,15,5,Monday
4,0,31,5,Sunday
1,1,1,3,Wednesday
4,0,22,1,Friday
1,2,29,6,Friday
1,0,43,5,Wednesday
1,0,10,3,Saturday
1,0,54,1,Friday
3,0,29,4,Monday
2,0,2,9,Tuesday
6,0,1,3,Tuesday
5,1,82,9,Friday
2,0,15,8,Tuesday
1,0,0,9,Friday
4,2,84,1,Saturday
3,1,5,4,Saturday
4,0,0,8,Thursday
4,2,5,7,Saturday
4,0,48,8,Sunday
5,0,78,1,Sunday
3,0,50,1,Sunday
5,2,62,1,Friday
5,0,3,6,Friday
6,0,16,1,Sunday
6,0,58,5,Saturday
1,0,1,2,Tuesday
2,0,18,3,Tuesday
1,2,4,8,Friday
2,0,98,1,Friday
1,1,16,3,Saturday
5,0,1,1,Friday
1,0,28,1,Monday
2,1,86,1,Sunday
2,0,79,3,Monday
2,0,4,3,Tuesday
4,1,9,1,Friday
1,2,34,4,Tuesday
3,1,71,7,Friday
1,2,21,4,Saturday
3,1,33,1,Saturday
4,2,0,9,Friday
5,2,1,4,Sunday
1,0,1,2,Friday
3,0,72,2,Monday
5,1,63,2,Friday
6,1,10,2,Sunday
1,0,85,3,Thursday
1,0,1,2,Saturday
5,2,0,8,Friday
1,0,33,7,Saturday
2,1,68,1,Wednesday
4,0,21,6,Friday
2,2,93,1,Wednesday
1,1,34,9,Monday
2,0,52,1,Friday
4,0,1,8,Friday
1,0,67,2,Monday
6,1,17,1,Wednesday
1,0,0,6,Thursday
1,0,1,1,Saturday
4,1,12,9,Wednesday
2,1,28,2,Saturday
2,0,49,3,Sunday
3,2,0,4,Monday
1,0,61,1,Thursday
1,0,36,2,Friday
4,1,8,2,Monday
1,0,42,1,Saturday
6,1,49,9,Monday
1,2,27,7,Friday
1,1,31,1,Wednesday
5,0,80,7,Friday
2,0,0,7,Friday
4,0,16,3,Saturday
6,1,38,2,Tuesday
1,1,4,7,Saturday
3,0,98,7,Saturday
6,0,14,2,Friday
1,1,56,2,Saturday
1,0,2,3,Friday
3,2,92,2,Saturday
6,0,2,6,Sunday
6,0,91,3,Wednesday
2,2,42,7,Saturday
4,2,52,8,Friday
3,0,53,1,Friday
2,0,9,1,Saturday
1,0,42,2,Sunday
3,1,27,3,Saturday
6,0,10,9,Saturday
6,0,0,3,Monday
3,2,32,2,Friday
2,0,24,4,Monday
2,2,26,6,Friday
1,0,0,1,Saturday
4,2,33,2,Saturday
1,0,29,9,Friday
2,0,20,7,Sunday
2,0,79,5,Friday
6,1,25,1,Saturday
2,1,28,9,Friday
1,0,82,1,Saturday
1,0,7,5,Friday
1,1,55,2,Sunday
1,2,5,3,Friday
1,0,63,9,Friday
1,0,72,6,Wednesday
3,0,47,1,Friday
4,0,1,1,Tuesday
1,2,10,5,Saturday
1,1,94,6,Thursday
1,0,1,7,Wednesday
1,1,56,4,Saturday
2,0,10,7,Friday
4,1,0,9,Friday
3,0,81,7,Saturday
5,0,4,1,Sunday
2,0,27,4,Saturday
3,0,6,5,Saturday
1,0,17,9,Friday
1,0,66,7,Wednesday
3,2,8,2,Tuesday
2,2,13,7,Saturday
1,1,89,6,Wednesday
2,0,49,1,Friday
2,2,13,8,Saturday
5,1,99,1,Saturday
4,0,6,1,Tuesday
1,2,77,3,Tuesday
1,0,9,4,Saturday
6,1,3,9,Friday
6,0,5,8,Friday
1,0,31,6,Monday
2,1,95,9,Friday
4,2,2,2,Friday
6,0,40,1,Saturday
2,0,5,1,Thursday
1,1,0,4,Friday
1,1,30,1,Friday
5,1,74,1,Saturday
1,0,49,4,Sunday
2,1,31,3,Friday
2,0,1,5,Friday
3,2,73,1,Friday
2,0,99,6,Thursday
3,0,86,2,Wednesday
4,0,85,1,Thursday
1,0,43,1,Thursday
1,1,11,1,Friday
2,0,2,2,Friday
1,1,49,1,Saturday
4,1,39,9,Friday
1,1,36,2,Tuesday
5,0,3,9,Monday
2,1,60,2,Friday
6,1,46,2,Wednesday
6,0,18,1,Saturday
3,1,9,5,Friday
1,1,20,8,Friday
1,2,87,3,Friday
3,0,6,1,Friday
4,1,55,4,Wednesday
1,2,69,8,Friday
1,0,10,2,Wednesday
4,1,70,5,Saturday
5,2,5,4,Friday
3,1,85,5,Wednesday
6,1,24,6,Friday
2,1,37,8,Saturday
6,0,79,3,Wednesday
1,0,5,9,Saturday
1,0,16,6,Sunday
3,0,71,8,Tuesday
2,0,40,1,Saturday
4,0,21,1,Thursday
2,0,13,9,Friday
1,1,7,1,Monday
6,0,57,1,Saturday
1,0,0,2,Tuesday
4,0,7,6,Thursday
4,0,6,4,Saturday
5,1,1,1,Friday
1,0,39,2,Saturday
1,0,37,2,Saturday
5,0,46,4,Friday
4,1,28,5,Friday
4,0,19,3,Wednesday
6,0,19,1,Thursday
2,1,19,2,Wednesday
2,1,72,4,Saturday
5,2,2,6,Saturday
3,0,46,7,Tuesday
4,0,52,4,Thursday
3,0,89,9,Monday
2,0,10,5,Sunday
3,0,17,8,Saturday
2,0,69,6,Tuesday
1,0,34,2,Tuesday
1,0,0,3,Friday
5,0,13,1,Friday
2,0,24,3,Tuesday
6,1,63,9,Saturday
4,0,9,1,Thursday
4,2,94,3,Tuesday
3,0,80,1,Saturday
3,0,2,1,Wednesday
4,0,60,5,Tuesday
1,1,57,8,Saturday
2,1,24,1,Thursday
1,2,11,4,Monday
1,0,0,4,Friday
1,2,90,3,Thursday
2,0,12,1,Wednesday
3,0,87,4,Monday
1,2,21,1,Monday
4,0,67,3,Monday
2,0,0,4,Saturday
1,2,2,2,Thursday
1,0,88,8,Friday
3,2,0,1,Saturday
1,0,14,2,Wednesday
3,0,28,4,Wednesday
3,2,2,7,Tuesday
1,0,15,1,Friday
4,2,4,6,Saturday
2,1,42,3,Tuesday
1,2,86,1,Tuesday
4,0,74,2,Tuesday
4,1,0,1,Saturday
1,1,3,8,Sunday
4,0,7,3,Friday
1,0,14,1,Wednesday
2,0,73,5,Friday
3,2,5,1,Friday
1,1,70,1,Wednesday
3,0,5,3,Saturday
2,2,0,3,Thursday
3,1,99,9,Saturday
4,1,8,1,Sunday
6,1,23,9,Friday
5,0,14,1,Thursday
5,0,41,1,Friday
1,1,8,1,Sunday
1,0,49,2,Friday
2,0,29,2,Saturday
4,0,5,3,Tuesday
2,0,37,3,Saturday
2,1,74,4,Friday
1,0,86,3,Saturday
1,2,0,7,Friday
5,0,22,6,Saturday
5,1,8,2,Thursday
6,0,75,2,Saturday
1,2,68,5,Friday
1,0,89,2,Saturday
1,0,0,6,Saturday
5,2,3,6,Friday
2,0,11,1,Tuesday
3,1,85,5,Thursday
3,0,17,4,Saturday
2,1,6,4,Saturday
2,0,35,1,Saturday
3,1,2,9,Saturday
1,2,43,1,Saturday
2,2,0,2,Saturday
5,0,32,1,Friday
2,0,84,1,Saturday
5,0,81,1,Saturday
5,0,1,1,Friday
1,0,52,5,Friday
6,2,0,6,Saturday
4,2,3,2,Friday
6,0,60,8,Monday
6,1,17,2,Saturday
4,0,1,3,Saturday
6,0,3,6,Friday
1,1,58,9,Tuesday
2,0,29,2,Thursday
1,1,59,2,Wednesday
1,0,29,1,Friday
1,0,19,3,Saturday
1,0,0,3,Tuesday
1,0,0,2,Wednesday
1,2,34,3,Tuesday
3,0,21,1,Sunday
3,0,0,7,Saturday
2,1,56,6,Friday
2,1,10,7,Tuesday
4,0,99,2,Saturday
3,1,82,2,Sunday
4,2,0,3,Sunday
2,1,12,2,Friday
3,0,26,4,Sunday
1,0,68,6,Friday
6,1,14,3,Sunday
6,0,16,1,Friday
3,0,49,2,Tuesday
1,0,4,1,Friday
1,0,0,1,Monday
1,0,37,5,Thursday
6,0,0,4,Friday
1,0,91,1,Saturday
1,2,60,1,Monday
5,2,82,9,Tuesday
1,1,0,2,Sunday
1,1,50,3,Friday
2,1,7,1,Tuesday
4,1,55,7,Sunday
6,1,97,5,Friday
5,0,0,1,Friday
4,0,53,3,Tuesday
2,1,56,3,Saturday
2,1,2,4,Friday
3,1,14,1,Tuesday
4,2,34,5,Tuesday
1,2,42,1,Saturday
1,0,7,3,Sunday
1,1,80,3,Tuesday
6,1,38,2,Tuesday
3,2,13,7,Friday
2,0,62,2,Friday
5,0,75,7,Sunday
6,1,0,6,Saturday
6,2,81,8,Tuesday
3,1,60,1,Thursday
2,0,76,4,Saturday
1,0,54,2,Sunday
1,0,72,5,Friday
2,2,90,7,Saturday
1,0,49,6,Thursday
1,0,56,4,Thursday
3,1,80,9,Thursday
1,1,50,1,Monday
6,1,0,1,Saturday
3,1,37,1,Friday
6,0,75,1,Tuesday
6,0,12,7,Friday
1,0,94,2,Friday
6,0,0,1,Friday
4,0,26,7,Wednesday
5,0,62,1,Saturday
3,1,28,1,Friday
5,0,8,4,Monday
4,0,22,6,Thursday
1,0,3,1,Wednesday
5,2,63,4,Sunday
3,2,79,5,Tuesday
2,0,0,3,Saturday
1,0,30,2,Saturday
1,2,41,6,Sunday
1,1,2,8,Friday
1,0,22,6,Thursday
5,0,29,1,Monday
2,1,1,2,Thursday
1,0,18,5,Friday
6,1,0,5,Wednesday
1,1,58,5,Wednesday
2,1,53,8,Saturday
2,2,78,1,Tuesday
2,0,55,7,Friday
1,0,9,5,Friday
1,0,58,3,Wednesday
3,1,0,5,Friday
6,1,49,1,Wednesday
2,0,62,1,Friday
6,0,40,7,Friday
5,0,10,2,Saturday
1,0,9,5,Monday
2,0,4,6,Saturday
1,0,44,2,Thursday
1,2,17,9,Sunday
2,1,19,8,Saturday
1,1,29,9,Saturday
5,1,77,2,Saturday
2,1,7,2,Monday
1,2,77,4,Friday
2,0,28,2,Sunday
1,0,75,3,Friday
1,0,71,6,Sunday
4,0,35,8,Saturday
5,2,11,8,Saturday
4,0,83,2,Tuesday
5,0,10,1,Tuesday
2,0,3,8,Saturday
4,1,0,5,Tuesday
1,1,34,3,Wednesday
1,2,54,6,Wednesday
3,0,73,2,Friday
2,1,13,4,Thursday
1,0,3,1,Thursday
5,2,27,1,Saturday
3,2,60,2,Saturday
1,0,77,8,Friday
2,0,11,1,Monday
3,2,18,1,Friday
3,2,15,3,Friday
2,0,1,7,Friday
2,0,45,3,Friday
1,0,30,3,Tuesday
2,1,0,2,Saturday
3,0,31,9,Thursday
1,0,96,5,Wednesday
6,2,5,1,Thursday
4,0,7,1,Thursday
2,0,11,5,Thursday
1,0,9,7,Tuesday
1,0,96,2,Saturday
1,2,62,5,Saturday
4,0,48,4,Friday
1,0,71,2,Friday
2,0,71,1,Monday
5,0,27,8,Saturday
3,0,36,6,Wednesday
1,0,32,1,Wednesday
1,1,51,4,Saturday
1,0,1,1,Monday
1,1,21,3,Sunday
1,0,23,4,Monday
2,2,40,2,Wednesday
2,0,1,7,Tuesday
5,2,30,1,Tuesday
4,2,93,9,Tuesday
1,0,29,1,Monday
5,0,1,6,Monday
2,0,2,4,Thursday
4,2,25,1,Friday
5,0,26,1,Monday
5,0,16,9,Tuesday
3,0,0,2,Friday
2,0,7,2,Monday
1,0,26,5,Saturday
5,2,36,5,Friday
2,2,100,1,Thursday
3,0,1,4,Tuesday
1,2,39,3,Saturday
2,0,16,7,Friday
1,1,35,8,Monday
5,0,0,7,Monday
1,1,12,1,Saturday
3,1,43,8,Wednesday
2,2,3,3,Friday
5,0,21,8,Friday
1,0,43,7,Thursday
2,1,92,2,Monday
3,0,27,1,Friday
1,2,3,4,Tuesday
3,2,24,4,Sunday
1,2,79,1,Friday
1,0,56,1,Wednesday
6,0,20,2,Monday
1,0,0,1,Monday
3,0,84,3,Saturday
3,1,45,2,Tuesday
1,0,42,4,Friday
3,2,69,7,Tuesday
4,0,86,3,Thursday
4,1,2,3,Tuesday
1,0,39,1,Saturday
1,0,74,6,Saturday
6,0,0,2,Thursday
1,0,8,6,Friday
2,0,48,3,Tuesday
1,0,0,4,Tuesday
1,0,0,5,Thursday
2,2,1,4,Saturday
3,2,82,1,Friday
1,1,74,1,Wednesday
6,0,32,1,Thursday
3,0,67,1,Friday
5,0,28,2,Monday
2,1,91,6,Saturday
4,1,28,7,Monday
1,0,16,2,Saturday
6,0,18,6,Thursday
4,2,53,9,Saturday
4,1,31,2,Friday
1,0,22,1,Saturday
1,0,88,8,Sunday
1,1,94,9,Saturday
4,0,22,2,Friday
5,0,10,5,Wednesday
1,1,0,3,Sunday
3,0,36,6,Sunday
1,0,87,6,Wednesday
1,2,13,8,Saturday
1,1,87,4,Thursday
4,0,32,3,Friday
1,1,28,6,Thursday
1,2,0,4,Friday
2,0,2,2,Saturday
2,0,35,6,Sunday
4,0,22,1,Friday
2,1,6,1,Friday
1,2,0,5,Thursday
1,1,38,2,Tuesday
2,1,0,6,Monday
4,0,15,1,Thursday
4,0,26,8,Monday
3,2,65,4,Saturday
1,2,44,1,Saturday
1,0,1,1,Saturday
1,0,7,3,Sunday
2,0,87,3,Saturday
6,1,37,9,Friday
3,1,2,3,Saturday
1,1,51,5,Wednesday
2,1,12,2,Saturday
1,0,59,9,Sunday
2,0,25,3,Saturday
1,2,48,7,Monday
5,2,8,4,Tuesday
2,1,2,1,Saturday
1,1,30,1,Monday
1,0,51,6,Monday
1,0,95,1,Sunday
2,0,52,6,Tuesday
2,2,0,2,Friday
6,0,23,8,Friday
2,2,13,2,Saturday
5,0,9,1,Friday
4,0,40,2,Friday
4,0,1,3,Friday
3,0,54,2,Monday
6,2,80,1,Saturday
1,0,59,7,Saturday
5,0,3,8,Sunday
1,2,1,4,Saturday
1,1,71,1,Friday
1,0,2,5,Thursday
6,2,66,4,Friday
1,0,64,3,Friday
1,2,5,1,Saturday
2,1,86,8,Sunday
5,0,36,2,Sunday
3,0,25,9,Saturday
1,0,60,9,Monday
3,0,75,3,Tuesday
1,1,12,8,Wednesday
5,2,0,3,Saturday
4,1,44,1,Saturday
3,1,15,3,Monday
1,0,2,1,Thursday
2,1,78,1,Sunday
3,2,9,3,Sunday
4,1,13,8,Wednesday
1,0,7,5,Wednesday
6,2,13,1,Saturday
1,2,55,5,Sunday
3,0,38,2,Wednesday
1,1,19,5,Saturday
4,2,13,2,Tuesday
6,0,56,5,Saturday
3,1,73,9,Saturday
6,0,12,2,Saturday
