,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
11000,4,1,72,1,Saturday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11001,5,0,0,5,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11002,2,2,85,4,Friday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11003,2,2,0,3,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11004,1,0,19,9,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11005,2,1,100,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11006,1,0,15,1,Monday,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
11007,3,0,42,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11008,2,2,16,1,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11009,2,0,46,8,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11010,5,0,0,1,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11011,2,0,37,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11012,3,0,47,3,Tuesday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11013,1,2,1,9,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11014,1,0,37,2,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11015,1,0,1,1,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11016,5,1,3,2,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11017,1,1,17,3,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11018,1,1,17,2,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11019,3,0,0,4,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11020,3,0,89,1,Monday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11021,4,0,1,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11022,1,0,0,3,Sunday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11023,5,0,51,3,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11024,2,0,10,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11025,1,2,25,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11026,3,0,64,3,Sunday,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11027,1,1,85,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11028,3,0,9,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11029,5,2,33,6,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030,3,1,40,2,Saturday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11031,1,0,49,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11032,6,2,8,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033,4,0,24,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11034,5,0,0,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11035,3,0,10,3,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11036,1,0,79,2,Thursday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11037,1,0,1,5,Monday,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
11038,1,0,3,9,Friday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11039,1,0,1,2,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11040,4,0,13,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11041,2,0,79,4,Monday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11042,5,0,6,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11043,2,0,0,1,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11044,5,0,1,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11045,3,0,64,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11046,6,2,89,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11047,2,1,49,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11048,6,2,47,1,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11049,1,0,57,9,Monday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11050,1,0,82,4,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11051,2,1,93,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11052,5,0,78,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11053,3,0,0,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11054,6,2,67,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11055,3,1,0,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11056,1,0,76,4,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11057,2,0,10,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11058,3,1,0,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,1,0,49,1,Wednesday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11060,3,0,30,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061,2,1,17,3,Saturday,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11062,1,0,58,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11063,2,0,91,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11064,1,2,0,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11065,1,0,76,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11066,2,2,32,3,Thursday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
11067,2,0,56,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11068,3,1,42,4,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11069,3,2,82,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11070,6,0,72,4,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11071,1,2,59,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11072,5,2,89,7,Saturday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11073,5,0,86,1,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11074,5,2,8,8,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11075,6,0,63,6,Monday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11076,6,2,17,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11077,1,0,78,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11078,6,2,43,1,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11079,4,0,0,5,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11080,5,1,26,1,Friday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11081,6,0,19,2,Monday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11082,2,0,25,1,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11083,1,1,67,3,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11084,1,0,56,5,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11085,1,2,75,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11086,5,1,1,1,Friday,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
11087,1,0,56,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11088,6,2,0,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11089,1,0,52,8,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11090,5,0,48,7,Tuesday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11091,1,2,3,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11092,2,0,44,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11093,2,0,51,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11094,1,2,100,1,Saturday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11095,1,0,6,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11096,1,0,100,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11097,1,1,48,3,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11098,3,0,29,7,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11099,3,0,5,5,Sunday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11100,1,2,28,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101,6,2,77,5,Friday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11102,1,0,26,9,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,2,2,51,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11104,6,1,0,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11105,2,0,2,7,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11106,1,2,25,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107,4,0,41,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11108,3,0,83,5,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11109,2,0,3,2,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11110,1,0,68,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11111,1,1,10,1,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11112,1,0,40,1,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11113,1,0,24,2,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11114,6,0,58,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11115,3,2,43,3,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11116,2,2,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11117,1,0,91,3,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11118,3,0,89,4,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11119,1,0,19,1,Monday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11120,1,1,31,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11121,2,0,36,3,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11122,1,0,69,1,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11123,3,1,95,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11124,4,0,58,7,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11125,4,0,7,2,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11126,1,0,1,1,Saturday,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11127,1,1,84,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11128,2,0,4,3,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11129,1,2,81,7,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11130,3,1,15,3,Friday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11131,4,0,3,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11132,5,0,38,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11133,5,0,32,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11134,4,1,34,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11135,2,1,94,2,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11136,6,0,99,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11137,2,0,6,3,Thursday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11138,2,0,0,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11139,4,0,2,2,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11140,2,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11141,3,0,87,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11142,3,1,38,9,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143,1,1,4,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11144,5,0,0,1,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11145,3,0,51,8,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11146,3,0,25,6,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11147,1,0,40,5,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,2,2,45,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11149,6,0,73,5,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11150,1,0,8,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11151,1,1,68,1,Saturday,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
11152,3,1,10,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11153,4,0,25,7,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11154,2,2,31,5,Saturday,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11155,5,0,7,2,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11156,4,1,47,1,Friday,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11157,2,0,69,5,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11158,1,1,80,4,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11159,1,2,3,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11160,3,2,6,4,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11161,6,0,67,5,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11162,5,2,8,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11163,2,0,12,2,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11164,3,1,83,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11165,1,0,1,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11166,2,0,68,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11167,2,0,63,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11168,1,0,100,2,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11169,4,2,8,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11170,5,0,50,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11171,4,0,14,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11172,3,1,87,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11173,3,1,5,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11174,2,0,11,4,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11175,3,2,0,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11176,5,0,24,9,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11177,6,1,31,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11178,2,0,61,4,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11179,1,0,56,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11180,2,0,7,2,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11181,1,1,75,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11182,1,0,2,5,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11183,4,0,22,3,Wednesday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11184,2,0,13,1,Monday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11185,5,1,4,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11186,5,0,15,9,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11187,3,0,87,6,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11188,6,0,1,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11189,6,0,85,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11190,3,2,18,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11191,1,0,5,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11192,1,0,99,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11193,3,0,88,1,Wednesday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11194,5,0,74,7,Saturday,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11195,2,2,4,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11196,1,0,55,9,Monday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11197,3,0,36,7,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
11198,4,0,72,2,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11199,2,0,32,4,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11200,2,1,16,5,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11201,4,2,77,1,Friday,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
11202,6,2,48,5,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11203,3,0,33,1,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11204,2,1,30,4,Friday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11205,1,0,1,2,Saturday,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11206,1,1,48,1,Monday,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11207,1,1,94,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11208,2,0,55,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11209,6,2,24,1,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11210,1,0,0,5,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11211,5,2,4,9,Friday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11212,2,1,58,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11213,2,1,0,7,Sunday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
11214,1,0,12,5,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11215,1,1,92,6,Sunday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11216,2,0,13,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11217,2,0,46,8,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11218,1,0,43,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11219,2,0,80,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,5,1,4,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11221,3,1,35,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11222,1,0,8,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11223,2,0,0,1,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11224,3,1,88,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11225,4,0,98,1,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11226,1,0,90,6,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11227,1,0,54,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11228,2,1,6,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11229,1,0,17,2,Saturday,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11230,3,1,41,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11231,2,0,33,9,Friday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11232,5,2,8,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11233,6,1,80,3,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11234,5,2,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11235,3,0,1,6,Monday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11236,1,2,45,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11237,1,0,66,9,Sunday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11238,6,0,0,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11239,1,1,6,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11240,6,0,40,2,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,6,2,86,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11242,1,1,21,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11243,1,0,58,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11244,6,0,31,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,4,0,18,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11246,3,0,95,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11247,2,1,62,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11248,1,0,5,5,Tuesday,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11249,2,0,78,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11250,2,0,33,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11251,1,0,39,6,Tuesday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11252,1,2,47,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11253,5,0,12,5,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11254,4,2,43,3,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11255,6,1,58,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11256,4,1,5,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11257,2,0,77,2,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11258,5,2,17,3,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11259,3,0,33,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11260,3,1,53,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11261,1,0,42,1,Tuesday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11262,4,0,100,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11263,5,0,44,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11264,6,1,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11265,1,0,1,6,Wednesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11266,4,0,2,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11267,3,2,16,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11268,4,0,82,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11269,6,0,0,2,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11270,2,2,39,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11271,5,0,58,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11272,1,0,12,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11273,4,2,59,1,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11274,1,1,74,1,Thursday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11275,3,0,9,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11276,4,2,78,3,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11277,1,0,9,2,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11278,1,1,84,5,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
