ArrivalDate-Weekday;Arrival-Month;LeadDays;channel-id;lang-id
SATURDAY ;1;0;7;1
MONDAY   ;8;0;7;1
SUNDAY   ;2;24;7;1
THURSDAY ;9;8;7;1
SATURDAY ;5;1;6;1
THURSDAY ;6;15;7;1
MONDAY   ;7;6;6;1
SATURDAY ;9;23;6;1
SATURDAY ;4;8;7;1
SUNDAY   ;8;2;7;1
SATURDAY ;3;0;7;1
MONDAY   ;10;9;7;1
FRIDAY   ;10;9;7;1
MONDAY   ;5;60;7;1
TUESDAY  ;1;25;7;1
SATURDAY ;7;66;7;1
SATURDAY ;5;1;6;1
MONDAY   ;2;6;7;1
TUESDAY  ;4;12;7;1
FRIDAY   ;9;16;7;1
TUESDAY  ;4;12;7;1
FRIDAY   ;10;1;7;1
FRIDAY   ;6;5;6;1
SATURDAY ;5;1;6;1
WEDNESDAY;7;9;7;1
MONDAY   ;10;18;7;1
SATURDAY ;10;10;7;1
TUESDAY  ;3;13;13;1
THURSDAY ;3;5;7;1
SATURDAY ;5;11;6;1
TUESDAY  ;8;80;6;1
FRIDAY   ;3;28;7;1
FRIDAY   ;9;10;7;1
MONDAY   ;5;0;6;1
WEDNESDAY;1;5;7;1
FRIDAY   ;9;133;6;1
WEDNESDAY;4;13;7;1
FRIDAY   ;1;9;7;1
SUNDAY   ;7;14;6;1
THURSDAY ;10;8;7;1
MONDAY   ;10;255;6;1
FRIDAY   ;7;73;7;1
TUESDAY  ;7;17;7;1
FRIDAY   ;7;173;6;1
THURSDAY ;8;0;7;1
SATURDAY ;6;134;7;1
WEDNESDAY;5;21;7;1
TUESDAY  ;3;19;6;1
MONDAY   ;4;2;7;1
WEDNESDAY;1;6;7;1
FRIDAY   ;3;22;7;1
MONDAY   ;3;28;7;1
TUESDAY  ;2;19;13;1
MONDAY   ;2;2;6;1
SATURDAY ;6;4;7;1
TUESDAY  ;4;14;7;1
TUESDAY  ;4;2;7;1
THURSDAY ;7;41;6;1
WEDNESDAY;4;21;7;1
THURSDAY ;6;0;7;1
TUESDAY  ;5;4;13;1
MONDAY   ;6;21;13;1
SATURDAY ;6;38;7;1
THURSDAY ;10;8;7;1
WEDNESDAY;9;1;7;1
THURSDAY ;8;33;7;1
THURSDAY ;10;8;7;1
WEDNESDAY;2;7;7;1
FRIDAY   ;10;7;6;1
SATURDAY ;6;47;7;1
MONDAY   ;1;38;7;1
FRIDAY   ;4;1;7;1
TUESDAY  ;7;22;7;1
MONDAY   ;7;110;6;1
MONDAY   ;1;40;7;1
SUNDAY   ;7;32;7;1
TUESDAY  ;4;71;7;1
TUESDAY  ;4;17;6;1
THURSDAY ;3;0;7;1
WEDNESDAY;9;23;7;1
WEDNESDAY;1;12;7;1
WEDNESDAY;1;6;7;1
FRIDAY   ;5;77;6;1
SATURDAY ;9;16;6;1
FRIDAY   ;10;42;7;1
TUESDAY  ;4;11;7;1
TUESDAY  ;4;67;6;1
THURSDAY ;7;17;7;1
MONDAY   ;6;3;6;1
WEDNESDAY;2;8;7;1
THURSDAY ;8;1;6;1
WEDNESDAY;9;28;6;1
SUNDAY   ;9;22;6;1
FRIDAY   ;6;68;6;1
MONDAY   ;6;21;7;1
THURSDAY ;2;43;7;1
SUNDAY   ;6;74;13;1
TUESDAY  ;1;2;7;1
THURSDAY ;9;8;7;1
MONDAY   ;10;5;7;1
WEDNESDAY;1;100;7;1
FRIDAY   ;3;1;6;1
SATURDAY ;3;5;7;1
TUESDAY  ;6;78;6;1
WEDNESDAY;7;13;7;1
THURSDAY ;3;36;7;1
WEDNESDAY;8;66;6;1
SATURDAY ;7;3;7;1
WEDNESDAY;6;2;7;1
FRIDAY   ;3;14;6;1
TUESDAY  ;3;11;6;1
SATURDAY ;7;4;7;1
WEDNESDAY;6;135;7;1
FRIDAY   ;6;4;6;1
FRIDAY   ;4;0;7;1
MONDAY   ;3;2;6;1
MONDAY   ;7;11;6;1
TUESDAY  ;9;46;13;1
MONDAY   ;9;59;7;1
TUESDAY  ;9;13;7;1
MONDAY   ;8;45;6;1
SUNDAY   ;2;1;7;1
SATURDAY ;4;47;7;1
THURSDAY ;8;42;6;1
WEDNESDAY;4;7;6;1
SUNDAY   ;6;0;7;1
SATURDAY ;3;0;7;1
WEDNESDAY;10;0;6;1
WEDNESDAY;6;122;7;1
SATURDAY ;7;4;7;1
MONDAY   ;2;52;7;1
WEDNESDAY;1;1;7;1
TUESDAY  ;1;5;7;1
TUESDAY  ;6;68;7;1
TUESDAY  ;9;0;6;1
WEDNESDAY;8;42;6;1
SUNDAY   ;1;38;7;1
THURSDAY ;9;7;7;1
SATURDAY ;10;319;13;1
WEDNESDAY;9;56;13;1
WEDNESDAY;4;15;7;1
FRIDAY   ;1;86;7;1
FRIDAY   ;3;0;6;1
THURSDAY ;4;38;7;1
MONDAY   ;8;57;7;1
THURSDAY ;10;11;6;1
TUESDAY  ;6;3;6;1
FRIDAY   ;3;2;7;1
SUNDAY   ;11;48;7;1
TUESDAY  ;3;11;13;1
WEDNESDAY;4;2;7;1
WEDNESDAY;2;65;7;1
MONDAY   ;4;0;6;1
SUNDAY   ;3;95;6;1
THURSDAY ;8;2;6;1
WEDNESDAY;4;51;7;1
FRIDAY   ;12;98;6;1
THURSDAY ;5;0;6;1
WEDNESDAY;4;51;6;1
FRIDAY   ;6;33;6;1
TUESDAY  ;10;47;7;1
SATURDAY ;5;0;6;1
FRIDAY   ;7;1;7;1
FRIDAY   ;7;18;7;1
THURSDAY ;6;1;6;1
WEDNESDAY;1;6;7;1
SATURDAY ;7;4;7;1
MONDAY   ;1;25;7;1
SATURDAY ;9;5;6;1
SATURDAY ;5;8;6;1
WEDNESDAY;6;41;6;1
TUESDAY  ;4;13;7;1
WEDNESDAY;9;68;6;1
FRIDAY   ;5;9;7;1
MONDAY   ;2;55;7;1
TUESDAY  ;7;1;6;1
WEDNESDAY;7;13;13;1
SATURDAY ;1;50;7;1
WEDNESDAY;6;2;7;1
SUNDAY   ;2;5;7;1
SATURDAY ;7;86;7;1
SATURDAY ;9;17;7;1
TUESDAY  ;2;19;6;1
WEDNESDAY;2;0;7;1
SUNDAY   ;7;4;7;1
THURSDAY ;5;22;7;1
MONDAY   ;5;66;6;1
TUESDAY  ;8;17;6;1
SUNDAY   ;7;185;6;1
SATURDAY ;10;6;7;1
THURSDAY ;9;2;7;1
SATURDAY ;6;29;7;1
WEDNESDAY;1;90;7;1
SUNDAY   ;4;4;7;1
SATURDAY ;8;10;7;1
TUESDAY  ;5;8;7;1
SUNDAY   ;7;1;6;1
SATURDAY ;8;39;13;1
FRIDAY   ;9;16;7;1
SATURDAY ;8;62;6;1
THURSDAY ;7;79;1;1
MONDAY   ;2;6;12;1
WEDNESDAY;10;39;1;1
THURSDAY ;9;7;1;1
WEDNESDAY;9;29;1;1
MONDAY   ;8;6;1;1
MONDAY   ;7;48;1;1
TUESDAY  ;9;90;1;3
WEDNESDAY;8;0;6;1
FRIDAY   ;1;151;6;1
FRIDAY   ;1;66;6;1
SUNDAY   ;1;63;6;1
WEDNESDAY;1;46;6;1
SUNDAY   ;1;38;6;1
FRIDAY   ;1;32;6;1
MONDAY   ;1;26;6;1
THURSDAY ;1;21;6;1
WEDNESDAY;1;22;6;1
THURSDAY ;1;28;13;1
WEDNESDAY;1;18;6;1
FRIDAY   ;1;11;6;1
MONDAY   ;1;0;6;1
THURSDAY ;1;22;6;1
THURSDAY ;1;8;6;1
WEDNESDAY;1;14;6;1
SATURDAY ;1;17;6;1
FRIDAY   ;1;1;6;1
SUNDAY   ;2;36;6;1
FRIDAY   ;1;1;6;1
MONDAY   ;1;18;13;1
SUNDAY   ;1;10;13;1
WEDNESDAY;1;2;6;1
SUNDAY   ;1;12;6;1
SATURDAY ;1;0;6;1
WEDNESDAY;1;2;6;1
TUESDAY  ;1;0;6;1
MONDAY   ;1;4;6;1
SATURDAY ;2;4;6;1
SUNDAY   ;2;5;6;1
SUNDAY   ;2;5;6;1
FRIDAY   ;2;1;6;1
SATURDAY ;4;177;6;1
TUESDAY  ;2;110;6;1
THURSDAY ;2;80;6;1
MONDAY   ;2;62;6;1
TUESDAY  ;2;41;6;1
WEDNESDAY;2;42;6;1
MONDAY   ;2;42;6;1
MONDAY   ;2;32;13;1
THURSDAY ;3;31;6;1
SUNDAY   ;2;19;6;1
SATURDAY ;3;39;6;1
THURSDAY ;3;44;6;1
THURSDAY ;2;15;6;1
SUNDAY   ;12;80;6;1
MONDAY   ;12;17;6;1
FRIDAY   ;11;0;6;1
FRIDAY   ;10;4;6;1
FRIDAY   ;11;12;6;1
SATURDAY ;12;16;6;1
THURSDAY ;12;3;6;1
SATURDAY ;12;10;6;1
SUNDAY   ;12;47;6;1
TUESDAY  ;10;18;7;1
WEDNESDAY;12;27;6;1
THURSDAY ;12;0;6;1
SATURDAY ;12;60;1;1
WEDNESDAY;12;30;6;1
TUESDAY  ;11;6;7;1
FRIDAY   ;11;10;6;1
FRIDAY   ;11;9;7;1
TUESDAY  ;12;33;6;1
THURSDAY ;12;24;6;1
THURSDAY ;12;30;1;1
TUESDAY  ;11;4;7;1
FRIDAY   ;12;32;6;1
MONDAY   ;12;23;6;1
MONDAY   ;10;4;7;1
FRIDAY   ;10;37;6;1
TUESDAY  ;12;6;7;1
TUESDAY  ;12;16;6;1
TUESDAY  ;12;33;7;1
SUNDAY   ;12;50;6;1
THURSDAY ;12;18;6;1
FRIDAY   ;12;66;6;1
FRIDAY   ;12;10;6;1
FRIDAY   ;12;36;6;1
SUNDAY   ;11;10;7;1
FRIDAY   ;12;22;6;1
FRIDAY   ;11;28;6;1
SATURDAY ;12;21;7;1
WEDNESDAY;12;37;6;1
FRIDAY   ;12;8;7;1
SUNDAY   ;8;37;6;1
SATURDAY ;9;32;6;1
SATURDAY ;6;18;6;1
FRIDAY   ;11;16;6;1
WEDNESDAY;10;17;6;1
MONDAY   ;8;32;6;1
MONDAY   ;9;53;6;1
TUESDAY  ;3;1;6;1
SUNDAY   ;6;25;6;1
FRIDAY   ;11;25;6;1
SUNDAY   ;10;8;6;1
MONDAY   ;1;0;7;1
SATURDAY ;9;19;6;1
SATURDAY ;4;45;6;1
THURSDAY ;6;60;6;1
FRIDAY   ;3;10;6;1
WEDNESDAY;5;42;6;1
SUNDAY   ;10;7;6;1
SUNDAY   ;6;115;6;1
WEDNESDAY;12;88;6;1
THURSDAY ;5;43;6;1
WEDNESDAY;8;18;6;1
THURSDAY ;7;38;6;1
WEDNESDAY;10;2;6;1
TUESDAY  ;5;40;6;1
FRIDAY   ;6;7;6;1
FRIDAY   ;6;1;6;1
TUESDAY  ;10;21;6;1
FRIDAY   ;5;46;6;1
SUNDAY   ;4;15;6;1
THURSDAY ;1;12;7;1
WEDNESDAY;3;10;6;1
TUESDAY  ;9;35;6;1
TUESDAY  ;8;0;6;1
FRIDAY   ;5;4;6;1
MONDAY   ;10;77;6;1
WEDNESDAY;6;22;6;1
TUESDAY  ;8;19;6;1
FRIDAY   ;9;6;6;1
SUNDAY   ;5;46;6;1
FRIDAY   ;6;17;6;1
MONDAY   ;4;41;13;1
THURSDAY ;10;139;6;1
SATURDAY ;8;25;6;1
MONDAY   ;6;6;7;1
THURSDAY ;6;21;6;1
TUESDAY  ;5;4;6;1
FRIDAY   ;1;3;7;1
WEDNESDAY;8;12;6;1
MONDAY   ;7;80;6;1
WEDNESDAY;8;34;6;1
SATURDAY ;4;23;6;1
FRIDAY   ;10;68;6;1
MONDAY   ;9;38;6;1
SUNDAY   ;2;10;7;1
FRIDAY   ;7;1;6;1
SUNDAY   ;3;13;6;1
THURSDAY ;10;1;6;1
SATURDAY ;5;16;6;1
SUNDAY   ;3;7;6;1
MONDAY   ;2;0;7;1
SUNDAY   ;6;5;6;1
FRIDAY   ;3;4;6;1
SATURDAY ;6;3;6;1
WEDNESDAY;9;19;6;1
FRIDAY   ;5;43;6;1
THURSDAY ;8;3;6;1
THURSDAY ;8;0;7;1
THURSDAY ;2;0;6;1
THURSDAY ;8;8;6;1
SATURDAY ;2;5;7;1
SATURDAY ;9;0;7;1
SATURDAY ;8;0;6;1
FRIDAY   ;1;7;7;1
MONDAY   ;5;5;6;1
MONDAY   ;1;0;7;1
TUESDAY  ;2;2;6;1
FRIDAY   ;9;57;6;1
TUESDAY  ;5;0;7;1
WEDNESDAY;5;3;6;1
THURSDAY ;8;3;6;1
SATURDAY ;3;3;6;1
SATURDAY ;9;21;6;1
SATURDAY ;10;50;6;1
FRIDAY   ;4;67;7;1
SUNDAY   ;7;101;6;1
MONDAY   ;9;38;6;1
FRIDAY   ;8;19;6;1
SUNDAY   ;9;40;13;1
FRIDAY   ;1;0;7;1
SATURDAY ;9;5;6;1
FRIDAY   ;9;21;6;1
FRIDAY   ;7;39;6;1
SATURDAY ;4;2;6;1
FRIDAY   ;7;26;6;1
WEDNESDAY;2;1;6;1
THURSDAY ;3;1;6;1
FRIDAY   ;1;31;7;1
TUESDAY  ;3;55;6;1
FRIDAY   ;6;32;6;1
WEDNESDAY;9;6;6;1
FRIDAY   ;2;42;6;1
FRIDAY   ;2;3;6;1
FRIDAY   ;5;34;6;1
FRIDAY   ;3;1;7;1
THURSDAY ;10;23;6;1
SATURDAY ;4;137;1;1
THURSDAY ;12;95;6;1
SUNDAY   ;11;103;7;1
FRIDAY   ;8;1;6;1
MONDAY   ;8;5;6;1
FRIDAY   ;4;21;6;1
THURSDAY ;7;2;6;1
THURSDAY ;6;17;6;1
SATURDAY ;10;20;6;1
MONDAY   ;9;21;6;1
SATURDAY ;5;15;6;1
FRIDAY   ;8;16;6;1
WEDNESDAY;10;4;6;1
MONDAY   ;4;26;13;1
THURSDAY ;5;2;6;1
SATURDAY ;6;3;6;1
MONDAY   ;6;42;6;1
THURSDAY ;9;132;6;1
TUESDAY  ;9;50;6;1
FRIDAY   ;5;41;6;1
THURSDAY ;6;23;6;1
TUESDAY  ;8;2;6;1
SUNDAY   ;11;35;6;1
SATURDAY ;1;4;7;1
THURSDAY ;9;32;6;1
SATURDAY ;1;4;7;1
MONDAY   ;3;7;6;1
MONDAY   ;4;4;6;1
FRIDAY   ;8;33;6;1
TUESDAY  ;9;68;6;1
WEDNESDAY;9;9;6;1
WEDNESDAY;12;93;7;1
SATURDAY ;9;6;6;1
MONDAY   ;5;41;6;1
SATURDAY ;7;4;6;1
SATURDAY ;10;32;6;1
MONDAY   ;8;4;6;1
SATURDAY ;7;15;6;1
SATURDAY ;8;138;6;1
MONDAY   ;7;14;6;1
SUNDAY   ;6;2;7;1
WEDNESDAY;9;251;1;1
FRIDAY   ;5;37;6;1
TUESDAY  ;7;10;6;1
SATURDAY ;6;2;6;1
SUNDAY   ;5;18;6;1
FRIDAY   ;10;4;6;1
MONDAY   ;9;25;6;1
TUESDAY  ;6;14;13;1
FRIDAY   ;5;4;6;1
SATURDAY ;9;41;6;1
SATURDAY ;3;7;6;1
SUNDAY   ;10;9;13;1
WEDNESDAY;9;8;6;1
MONDAY   ;8;12;6;1
WEDNESDAY;9;35;6;1
MONDAY   ;1;0;7;1
WEDNESDAY;1;1;7;1
FRIDAY   ;5;61;6;1
THURSDAY ;8;132;6;1
THURSDAY ;3;2;6;1
FRIDAY   ;10;10;6;1
SUNDAY   ;10;19;6;1
WEDNESDAY;6;9;6;1
SATURDAY ;4;24;13;1
WEDNESDAY;6;31;6;1
SATURDAY ;4;19;7;1
SATURDAY ;8;138;6;1
SATURDAY ;3;10;6;1
FRIDAY   ;9;77;6;1
TUESDAY  ;5;32;6;1
FRIDAY   ;4;23;6;1
SUNDAY   ;8;161;6;1
THURSDAY ;6;7;6;1
SUNDAY   ;3;7;6;1
FRIDAY   ;5;30;6;1
FRIDAY   ;2;38;6;1
SATURDAY ;8;8;6;1
TUESDAY  ;9;39;6;1
SATURDAY ;3;32;6;1
THURSDAY ;10;7;6;1
MONDAY   ;10;5;6;1
THURSDAY ;4;185;6;1
MONDAY   ;10;15;6;1
SUNDAY   ;7;13;6;1
THURSDAY ;5;2;6;1
FRIDAY   ;7;5;6;1
THURSDAY ;5;3;6;1
WEDNESDAY;3;35;6;1
MONDAY   ;7;6;6;1
FRIDAY   ;6;6;7;1
MONDAY   ;9;38;6;1
MONDAY   ;12;100;7;1
THURSDAY ;10;4;6;1
FRIDAY   ;6;24;6;1
SATURDAY ;6;2;7;1
SATURDAY ;10;56;7;1
TUESDAY  ;7;6;6;1
SATURDAY ;3;25;6;1
TUESDAY  ;9;4;6;1
FRIDAY   ;1;1;7;1
SUNDAY   ;4;31;6;1
TUESDAY  ;6;19;13;1
FRIDAY   ;4;0;6;1
SATURDAY ;3;1;6;1
FRIDAY   ;9;41;6;1
SATURDAY ;10;1;6;1
SUNDAY   ;4;5;6;1
SUNDAY   ;6;32;7;1
MONDAY   ;3;12;6;1
THURSDAY ;4;17;7;1
WEDNESDAY;2;15;6;1
MONDAY   ;5;35;6;1
SATURDAY ;9;30;6;1
SUNDAY   ;9;2;7;1
WEDNESDAY;4;0;7;1
SUNDAY   ;10;31;6;1
SATURDAY ;8;4;6;1
MONDAY   ;7;4;6;1
MONDAY   ;9;41;6;1
THURSDAY ;3;3;6;1
SATURDAY ;1;2;7;1
FRIDAY   ;1;3;7;1
TUESDAY  ;9;32;13;1
THURSDAY ;10;1;6;1
SUNDAY   ;4;2;6;1
WEDNESDAY;6;8;6;1
TUESDAY  ;1;24;7;1
MONDAY   ;3;5;1;1
THURSDAY ;5;2;1;1
FRIDAY   ;11;31;12;1
SUNDAY   ;4;14;1;1
SATURDAY ;3;1;1;1
THURSDAY ;12;115;1;1
THURSDAY ;4;23;1;1
WEDNESDAY;4;15;1;1
TUESDAY  ;6;11;13;1
SATURDAY ;6;51;13;1
FRIDAY   ;7;39;6;1
SUNDAY   ;5;37;6;1
THURSDAY ;6;79;6;1
FRIDAY   ;5;2;6;1
FRIDAY   ;12;52;6;1
SATURDAY ;6;26;6;1
THURSDAY ;9;30;6;1
SATURDAY ;12;70;6;1
MONDAY   ;4;7;6;1
TUESDAY  ;3;31;6;1
MONDAY   ;12;71;6;1
FRIDAY   ;12;148;6;1
SATURDAY ;5;2;6;1
THURSDAY ;8;36;6;1
THURSDAY ;5;11;6;1
TUESDAY  ;7;9;6;1
THURSDAY ;9;15;6;1
WEDNESDAY;10;82;6;1
THURSDAY ;6;26;6;1
TUESDAY  ;5;38;6;1
WEDNESDAY;9;21;6;1
TUESDAY  ;4;28;6;1
THURSDAY ;8;17;6;1
FRIDAY   ;4;3;6;1
FRIDAY   ;8;29;6;1
THURSDAY ;9;7;6;1
FRIDAY   ;3;8;6;1
TUESDAY  ;3;8;6;1
TUESDAY  ;6;20;6;1
THURSDAY ;12;131;6;1
MONDAY   ;12;88;6;1
THURSDAY ;2;3;6;1
TUESDAY  ;10;4;6;1
THURSDAY ;11;11;6;1
SATURDAY ;5;59;6;1
THURSDAY ;4;20;6;1
TUESDAY  ;5;12;6;1
WEDNESDAY;8;4;6;1
WEDNESDAY;5;38;6;1
TUESDAY  ;12;18;7;1
WEDNESDAY;12;30;7;1
SATURDAY ;11;2;6;1
TUESDAY  ;12;2;6;1
SATURDAY ;12;51;6;1
SUNDAY   ;11;0;7;1
MONDAY   ;10;7;13;1
MONDAY   ;11;0;7;1
SATURDAY ;10;5;6;1
SATURDAY ;11;8;7;1
SUNDAY   ;12;6;7;1
SUNDAY   ;12;3;7;1
TUESDAY  ;12;18;6;1
WEDNESDAY;12;5;6;1
MONDAY   ;10;3;6;1
WEDNESDAY;12;58;6;1
THURSDAY ;12;52;6;1
THURSDAY ;11;8;7;1
FRIDAY   ;11;2;6;1
SATURDAY ;12;48;6;1
SATURDAY ;10;5;6;1
TUESDAY  ;11;4;7;1
FRIDAY   ;11;0;6;1
SATURDAY ;11;23;6;1
SATURDAY ;10;47;7;1
SATURDAY ;10;47;7;1
MONDAY   ;11;25;13;1
MONDAY   ;11;47;6;1
SUNDAY   ;11;11;7;1
SATURDAY ;12;1;7;1
TUESDAY  ;12;55;6;1
MONDAY   ;11;0;6;1
SATURDAY ;12;151;7;1
TUESDAY  ;11;21;6;1
WEDNESDAY;12;0;6;1
WEDNESDAY;12;7;6;1
TUESDAY  ;11;13;1;1
WEDNESDAY;11;0;6;1
THURSDAY ;11;0;6;1
WEDNESDAY;12;1;7;1
WEDNESDAY;11;8;7;1
MONDAY   ;12;3;7;1
WEDNESDAY;11;289;7;1
SUNDAY   ;12;12;6;1
FRIDAY   ;11;19;6;1
FRIDAY   ;11;3;7;1
MONDAY   ;12;1;6;1
MONDAY   ;12;58;6;1
FRIDAY   ;12;36;6;1
FRIDAY   ;12;0;6;1
MONDAY   ;12;1;7;1
FRIDAY   ;11;1;6;1
SATURDAY ;10;0;6;1
TUESDAY  ;12;0;6;1
MONDAY   ;11;1;7;1
WEDNESDAY;12;20;7;1
WEDNESDAY;12;20;7;1
THURSDAY ;11;6;7;1
MONDAY   ;10;3;6;1
WEDNESDAY;12;5;7;1
WEDNESDAY;12;5;7;1
WEDNESDAY;12;5;7;1
TUESDAY  ;11;54;7;1
FRIDAY   ;12;3;6;1
TUESDAY  ;11;55;7;1
TUESDAY  ;11;55;7;1
MONDAY   ;11;19;7;1
SUNDAY   ;12;0;6;1
TUESDAY  ;11;13;13;1
TUESDAY  ;12;12;13;1
FRIDAY   ;11;1;6;1
THURSDAY ;12;23;6;1
FRIDAY   ;11;3;7;1
WEDNESDAY;12;50;6;1
MONDAY   ;11;0;6;1
WEDNESDAY;12;13;6;1
FRIDAY   ;12;0;6;1
WEDNESDAY;11;54;6;1
THURSDAY ;11;4;7;1
FRIDAY   ;11;1;6;1
TUESDAY  ;11;32;6;1
TUESDAY  ;12;25;6;1
TUESDAY  ;12;13;7;1
WEDNESDAY;11;5;7;1
MONDAY   ;11;13;13;1
THURSDAY ;12;6;7;1
FRIDAY   ;12;14;6;1
TUESDAY  ;12;9;6;1
FRIDAY   ;12;30;6;1
SUNDAY   ;12;0;6;1
MONDAY   ;11;35;6;1
FRIDAY   ;12;52;6;1
WEDNESDAY;11;0;13;1
SATURDAY ;11;9;6;1
WEDNESDAY;11;2;6;1
THURSDAY ;12;101;6;1
TUESDAY  ;10;13;7;1
WEDNESDAY;12;10;6;1
MONDAY   ;10;0;6;1
TUESDAY  ;12;68;7;1
THURSDAY ;11;6;7;1
TUESDAY  ;10;43;6;1
MONDAY   ;12;11;7;1
TUESDAY  ;10;33;7;1
TUESDAY  ;10;11;7;1
TUESDAY  ;10;11;7;1
TUESDAY  ;10;11;7;1
TUESDAY  ;11;6;7;1
THURSDAY ;10;6;1;1
WEDNESDAY;1;97;1;1
THURSDAY ;1;34;1;1
WEDNESDAY;1;42;13;1
WEDNESDAY;1;1;1;1
THURSDAY ;1;3;13;1
MONDAY   ;1;7;1;1
THURSDAY ;2;23;13;1
TUESDAY  ;2;6;13;1
TUESDAY  ;10;5;13;1
WEDNESDAY;9;30;13;1
MONDAY   ;7;105;7;1
TUESDAY  ;8;0;7;1
TUESDAY  ;10;8;13;1
WEDNESDAY;10;5;7;1
MONDAY   ;10;5;13;1
WEDNESDAY;8;2;7;1
THURSDAY ;3;164;7;1
TUESDAY  ;6;36;7;1
SUNDAY   ;1;2;7;1
TUESDAY  ;5;6;7;1
TUESDAY  ;7;2;7;1
TUESDAY  ;8;138;6;1
SATURDAY ;6;18;7;1
FRIDAY   ;10;0;7;1
FRIDAY   ;2;120;7;1
MONDAY   ;4;7;7;1
FRIDAY   ;5;3;6;1
SUNDAY   ;10;16;13;1
FRIDAY   ;5;31;7;1
TUESDAY  ;3;7;7;1
FRIDAY   ;9;86;7;1
WEDNESDAY;7;26;6;1
SUNDAY   ;4;31;6;1
MONDAY   ;10;68;6;1
THURSDAY ;11;129;6;1
MONDAY   ;4;0;6;1
TUESDAY  ;1;29;7;1
SATURDAY ;7;11;6;1
TUESDAY  ;5;8;7;1
MONDAY   ;5;4;6;1
THURSDAY ;8;28;6;1
WEDNESDAY;9;1;6;1
FRIDAY   ;8;0;7;1
FRIDAY   ;6;8;7;1
MONDAY   ;8;22;6;1
FRIDAY   ;12;1;7;1
WEDNESDAY;3;4;7;1
SATURDAY ;10;79;6;1
FRIDAY   ;6;17;13;1
TUESDAY  ;5;54;6;1
WEDNESDAY;3;1;7;1
FRIDAY   ;8;42;6;1
MONDAY   ;7;19;13;1
MONDAY   ;6;6;7;1
SATURDAY ;9;1;7;1
WEDNESDAY;8;14;6;1
TUESDAY  ;10;7;7;1
MONDAY   ;9;18;6;1
WEDNESDAY;9;14;6;1
TUESDAY  ;10;0;6;1
FRIDAY   ;4;33;6;1
MONDAY   ;8;13;6;1
SUNDAY   ;9;2;7;1
MONDAY   ;10;0;6;1
FRIDAY   ;8;3;7;1
SUNDAY   ;7;11;7;1
THURSDAY ;9;8;7;1
MONDAY   ;1;0;7;1
SUNDAY   ;6;5;7;1
SUNDAY   ;2;9;7;1
FRIDAY   ;5;36;6;1
MONDAY   ;8;38;7;1
TUESDAY  ;5;4;13;1
SUNDAY   ;3;19;7;1
SATURDAY ;10;18;7;1
WEDNESDAY;4;8;7;1
WEDNESDAY;10;47;7;1
SATURDAY ;6;0;7;1
SUNDAY   ;2;2;7;1
SATURDAY ;7;0;7;1
FRIDAY   ;9;40;6;1
WEDNESDAY;5;21;7;1
SUNDAY   ;6;5;7;1
TUESDAY  ;5;6;6;1
MONDAY   ;9;5;13;1
SUNDAY   ;5;11;7;1
WEDNESDAY;10;9;13;1
THURSDAY ;10;13;7;1
WEDNESDAY;1;7;7;1
FRIDAY   ;2;15;6;1
SUNDAY   ;1;0;7;1
TUESDAY  ;1;33;7;1
SATURDAY ;6;0;6;1
MONDAY   ;1;96;7;1
FRIDAY   ;8;10;7;1
MONDAY   ;1;10;7;1
MONDAY   ;1;19;7;1
SATURDAY ;3;0;6;1
TUESDAY  ;9;7;7;1
SUNDAY   ;10;0;6;1
FRIDAY   ;4;23;7;1
MONDAY   ;8;4;6;1
THURSDAY ;7;55;6;1
TUESDAY  ;10;0;7;1
SATURDAY ;5;15;13;1
SATURDAY ;7;12;7;1
SUNDAY   ;4;1;6;1
MONDAY   ;4;3;13;1
MONDAY   ;10;11;7;1
SUNDAY   ;9;35;6;1
FRIDAY   ;8;30;7;1
MONDAY   ;7;15;7;1
FRIDAY   ;8;138;6;1
WEDNESDAY;4;0;6;1
FRIDAY   ;1;9;7;1
SATURDAY ;8;2;6;1
TUESDAY  ;4;4;13;1
SATURDAY ;4;16;7;1
SUNDAY   ;3;12;7;1
WEDNESDAY;9;46;6;1
THURSDAY ;3;64;6;1
THURSDAY ;10;5;7;1
FRIDAY   ;9;10;7;1
THURSDAY ;1;40;7;1
WEDNESDAY;5;32;6;1
WEDNESDAY;4;82;7;1
FRIDAY   ;7;11;7;1
WEDNESDAY;9;1;6;1
WEDNESDAY;3;12;6;1
FRIDAY   ;8;9;6;1
MONDAY   ;4;23;7;1
SATURDAY ;2;30;7;1
WEDNESDAY;3;16;7;1
MONDAY   ;7;19;7;1
WEDNESDAY;5;0;7;1
SUNDAY   ;7;55;7;1
FRIDAY   ;9;9;7;1
SUNDAY   ;6;23;13;1
THURSDAY ;1;7;7;1
SUNDAY   ;4;4;6;1
MONDAY   ;1;0;7;1
TUESDAY  ;1;7;7;1
WEDNESDAY;8;43;6;1
THURSDAY ;4;3;7;1
WEDNESDAY;9;1;6;1
MONDAY   ;7;70;6;1
SATURDAY ;9;26;7;1
TUESDAY  ;2;0;6;1
SATURDAY ;5;32;6;1
FRIDAY   ;5;86;7;1
THURSDAY ;10;8;7;1
FRIDAY   ;8;3;6;1
SUNDAY   ;1;0;7;1
SATURDAY ;6;0;6;1
WEDNESDAY;4;15;7;1
TUESDAY  ;4;71;7;1
WEDNESDAY;10;17;6;1
