ArrivalDate-Weekday;Arrival-Month;channel-id;LeadDays;lang-id;nights-qty;room-qty;adult-qty;child-qty;infant-qty
SUNDAY   ;9;6;11;1;2;1;2;0;0
WEDNESDAY;8;6;28;1;2;1;1;0;0
SATURDAY ;10;13;24;1;2;1;1;0;0
FRIDAY   ;5;6;17;1;2;1;2;0;0
FRIDAY   ;9;6;39;1;5;1;2;0;0
THURSDAY ;3;6;8;1;2;1;2;0;0
THURSDAY ;8;6;37;1;7;1;2;0;0
THURSDAY ;11;6;43;1;2;1;2;0;0
MONDAY   ;6;6;40;1;7;1;2;0;0
WEDNESDAY;4;6;9;1;3;1;2;0;0
MONDAY   ;9;6;21;1;5;1;2;0;0
MONDAY   ;1;7;11;1;2;1;1;0;0
SATURDAY ;8;6;138;1;5;1;2;0;0
FRIDAY   ;10;6;9;1;6;1;3;0;0
SATURDAY ;7;6;21;1;2;1;2;0;0
TUESDAY  ;4;1;19;1;4;1;2;0;0
MONDAY   ;3;1;15;1;3;1;1;0;0
SUNDAY   ;8;12;1;1;2;1;1;0;0
MONDAY   ;6;1;7;1;4;1;1;0;0
THURSDAY ;3;1;7;1;5;1;2;0;0
WEDNESDAY;4;1;2;3;4;1;1;0;0
THURSDAY ;3;1;16;1;4;1;2;2;0
MONDAY   ;6;1;7;1;2;1;1;0;0
SATURDAY ;12;6;32;1;1;1;2;0;0
MONDAY   ;11;6;0;1;1;1;2;0;0
SUNDAY   ;10;6;4;1;1;1;2;0;0
WEDNESDAY;11;7;30;1;1;1;2;0;0
SUNDAY   ;11;6;2;1;1;1;1;0;0
SUNDAY   ;12;6;1;1;1;1;2;0;0
SUNDAY   ;11;6;1;1;1;1;2;0;0
WEDNESDAY;12;6;34;1;1;1;1;0;0
WEDNESDAY;12;13;27;1;1;1;1;0;0
SATURDAY ;11;6;3;1;1;1;1;0;0
SUNDAY   ;11;13;53;1;1;1;2;0;0
TUESDAY  ;12;6;1;1;1;1;2;0;0
FRIDAY   ;11;6;0;1;1;1;1;0;0
SATURDAY ;12;7;0;1;1;1;1;0;0
TUESDAY  ;11;7;4;1;1;1;1;0;0
THURSDAY ;11;7;6;1;1;1;1;0;0
THURSDAY ;11;7;6;1;1;1;1;0;0
THURSDAY ;12;6;22;1;1;1;1;0;0
SUNDAY   ;12;6;16;1;1;1;1;0;0
SUNDAY   ;12;6;16;1;1;1;1;0;0
WEDNESDAY;12;1;0;3;1;1;1;0;0
SATURDAY ;12;7;17;1;1;1;1;0;0
WEDNESDAY;11;13;74;1;1;1;1;0;0
FRIDAY   ;11;6;17;1;1;1;2;0;0
FRIDAY   ;12;7;4;1;1;1;2;0;0
WEDNESDAY;11;13;1;1;1;1;1;0;0
SUNDAY   ;11;7;5;1;1;1;1;0;0
TUESDAY  ;12;6;2;1;1;1;1;0;0
WEDNESDAY;12;7;6;1;1;1;1;0;0
WEDNESDAY;11;7;9;1;1;1;1;0;0
FRIDAY   ;11;6;12;1;1;1;2;0;0
SUNDAY   ;11;6;33;1;1;1;2;0;0
WEDNESDAY;12;7;1;1;1;1;1;2;0
THURSDAY ;12;6;39;1;1;1;2;0;0
SUNDAY   ;11;7;2;1;1;1;1;0;0
WEDNESDAY;11;6;0;1;1;1;2;0;0
WEDNESDAY;12;7;16;1;2;1;2;0;0
SUNDAY   ;12;6;18;1;2;1;2;0;0
SUNDAY   ;11;6;13;1;2;1;1;0;0
SATURDAY ;12;6;3;1;2;1;2;0;0
TUESDAY  ;11;6;0;1;1;1;2;0;0
MONDAY   ;11;6;15;1;2;1;2;0;0
WEDNESDAY;10;6;13;1;2;1;2;0;0
THURSDAY ;12;6;1;1;1;1;2;0;0
THURSDAY ;12;6;1;1;2;1;1;0;0
MONDAY   ;12;6;38;1;2;1;2;0;0
MONDAY   ;12;6;20;1;2;1;2;0;0
MONDAY   ;11;7;0;1;1;1;3;0;0
FRIDAY   ;12;6;2;1;2;1;2;0;0
WEDNESDAY;10;6;23;1;2;1;2;0;0
FRIDAY   ;11;7;7;1;2;1;1;0;0
THURSDAY ;11;7;6;1;2;1;1;0;0
SATURDAY ;10;6;1;1;1;1;3;0;0
THURSDAY ;11;13;34;1;2;1;1;0;0
TUESDAY  ;12;7;1;1;2;1;1;0;0
THURSDAY ;11;7;8;1;2;1;1;0;0
THURSDAY ;11;13;34;1;2;1;1;0;0
TUESDAY  ;11;13;8;1;2;1;1;0;0
FRIDAY   ;11;7;44;1;2;1;2;0;0
WEDNESDAY;11;7;9;1;2;1;1;0;0
FRIDAY   ;11;6;7;1;2;1;2;0;0
THURSDAY ;11;7;6;1;2;1;1;0;0
TUESDAY  ;12;13;19;1;2;1;1;0;0
SUNDAY   ;12;6;23;1;2;1;2;0;0
FRIDAY   ;11;6;6;1;2;1;2;0;0
MONDAY   ;12;6;43;1;1;1;2;0;0
FRIDAY   ;11;6;0;1;2;1;2;0;0
WEDNESDAY;12;7;163;1;2;1;1;1;0
TUESDAY  ;12;7;42;1;2;1;1;0;0
SATURDAY ;12;6;0;1;1;1;3;0;0
TUESDAY  ;11;7;55;1;2;1;1;0;0
TUESDAY  ;11;7;55;1;2;1;1;0;0
FRIDAY   ;11;12;30;1;2;1;1;0;0
SATURDAY ;12;6;20;1;2;1;2;0;0
TUESDAY  ;12;6;7;1;2;1;2;0;0
WEDNESDAY;11;7;0;1;1;1;2;0;0
MONDAY   ;11;6;21;1;2;1;2;0;0
FRIDAY   ;12;6;51;1;3;1;2;0;0
TUESDAY  ;12;7;19;1;3;1;2;1;0
THURSDAY ;12;7;6;1;3;1;1;0;0
THURSDAY ;12;7;6;1;3;1;1;0;0
WEDNESDAY;11;13;22;1;2;1;1;0;0
FRIDAY   ;12;6;1;1;2;1;2;0;0
SUNDAY   ;11;6;11;1;3;1;2;0;0
TUESDAY  ;12;6;7;1;2;1;1;0;0
MONDAY   ;11;6;10;1;3;1;2;0;0
SATURDAY ;11;7;9;1;3;1;1;0;0
TUESDAY  ;12;6;0;1;3;1;2;0;0
MONDAY   ;11;7;83;1;2;1;1;0;0
FRIDAY   ;12;6;52;1;2;1;3;0;0
WEDNESDAY;12;6;6;1;5;1;2;0;0
WEDNESDAY;11;13;0;1;2;1;1;0;0
MONDAY   ;12;6;29;1;3;1;1;0;0
MONDAY   ;12;6;13;1;4;1;2;0;0
WEDNESDAY;11;6;2;1;1;1;1;0;0
THURSDAY ;11;6;1;1;3;1;2;0;0
FRIDAY   ;12;6;52;1;3;1;2;0;0
FRIDAY   ;11;6;4;1;2;1;2;0;0
FRIDAY   ;11;6;5;1;2;1;2;0;0
MONDAY   ;12;6;44;1;4;1;1;0;0
MONDAY   ;11;7;3;1;2;1;1;0;0
WEDNESDAY;12;7;36;1;3;1;1;2;0
WEDNESDAY;12;7;36;1;3;1;2;1;0
TUESDAY  ;12;6;1;1;3;1;2;0;0
TUESDAY  ;10;6;43;1;3;1;2;0;0
THURSDAY ;11;6;3;1;3;1;2;0;0
THURSDAY ;11;7;6;1;4;1;1;0;0
SATURDAY ;12;6;54;1;4;1;2;0;0
TUESDAY  ;12;6;11;1;3;1;1;0;0
THURSDAY ;11;7;6;1;4;1;2;0;0
WEDNESDAY;1;6;18;1;3;1;2;0;0
MONDAY   ;1;6;33;1;2;1;2;0;0
SATURDAY ;1;6;10;1;1;1;2;0;0
WEDNESDAY;1;6;0;1;3;1;2;0;0
SUNDAY   ;1;6;3;1;1;1;2;0;0
TUESDAY  ;1;6;26;1;7;1;1;0;0
SATURDAY ;1;6;14;1;2;1;2;0;0
THURSDAY ;1;6;5;1;5;1;2;0;0
SATURDAY ;1;6;5;1;4;1;2;0;0
MONDAY   ;1;6;7;1;4;1;2;0;0
FRIDAY   ;1;6;4;1;4;1;2;0;0
THURSDAY ;1;6;3;1;3;1;2;0;0
FRIDAY   ;1;6;3;1;5;1;2;0;0
FRIDAY   ;1;6;1;1;1;1;2;0;0
TUESDAY  ;1;6;17;1;3;1;2;0;0
TUESDAY  ;1;6;2;1;2;1;2;0;0
MONDAY   ;1;6;8;1;4;1;2;0;0
SATURDAY ;1;6;6;1;6;1;2;0;0
TUESDAY  ;1;6;1;1;1;1;2;0;0
FRIDAY   ;1;6;11;1;3;1;2;0;0
WEDNESDAY;1;6;1;1;1;1;2;0;0
THURSDAY ;2;6;21;1;2;1;2;0;0
TUESDAY  ;1;6;4;1;4;1;1;0;0
WEDNESDAY;1;6;1;1;2;1;1;0;0
WEDNESDAY;1;6;0;1;1;1;2;0;0
THURSDAY ;1;6;1;1;1;1;1;0;0
SATURDAY ;2;6;7;1;3;1;1;0;0
WEDNESDAY;1;6;1;1;1;1;1;0;0
SUNDAY   ;2;6;4;1;5;1;1;0;0
FRIDAY   ;5;6;177;1;1;1;1;0;0
SUNDAY   ;3;6;40;1;5;1;1;0;0
FRIDAY   ;2;6;24;1;2;1;2;0;0
TUESDAY  ;11;7;28;1;5;1;1;0;0
WEDNESDAY;12;6;67;1;3;1;3;0;0
THURSDAY ;11;6;2;1;3;1;1;0;0
SATURDAY ;11;6;77;1;4;1;2;0;0
THURSDAY ;11;6;31;1;4;1;2;0;0
SATURDAY ;12;6;3;1;5;1;2;0;0
TUESDAY  ;12;6;51;1;4;1;2;0;0
THURSDAY ;12;6;37;1;5;1;2;0;0
THURSDAY ;12;13;46;1;4;1;1;0;0
THURSDAY ;12;6;25;1;4;1;2;0;0
FRIDAY   ;12;6;39;1;5;1;2;0;0
FRIDAY   ;12;6;52;1;6;1;2;0;0
SATURDAY ;12;6;4;1;6;1;1;0;0
SATURDAY ;10;6;40;1;6;1;2;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
FRIDAY   ;12;7;0;1;5;1;2;0;0
SATURDAY ;10;6;2;1;6;1;2;0;0
SUNDAY   ;11;7;6;1;4;1;2;0;0
FRIDAY   ;12;6;59;1;4;1;2;0;0
SUNDAY   ;11;7;31;1;5;1;2;0;0
SUNDAY   ;11;6;5;1;5;1;1;0;0
SUNDAY   ;12;6;38;1;6;1;2;0;0
WEDNESDAY;12;6;44;1;3;1;3;0;0
TUESDAY  ;11;6;10;1;3;1;2;0;0
FRIDAY   ;12;7;39;1;4;1;2;0;0
TUESDAY  ;11;6;1;1;5;1;2;0;0
MONDAY   ;12;6;39;1;6;1;2;0;0
WEDNESDAY;12;6;19;1;5;1;2;0;0
SUNDAY   ;11;6;5;1;6;1;1;0;0
WEDNESDAY;12;6;37;1;7;1;2;0;0
SUNDAY   ;12;6;24;1;6;1;2;0;0
MONDAY   ;12;6;23;1;5;1;1;1;0
MONDAY   ;12;6;27;1;7;1;1;0;0
THURSDAY ;12;6;24;1;7;1;1;0;0
THURSDAY ;12;6;16;1;7;1;1;0;0
WEDNESDAY;12;6;68;1;6;1;2;0;0
THURSDAY ;12;7;21;1;3;1;1;1;0
MONDAY   ;11;1;25;1;9;1;1;0;0
MONDAY   ;12;6;30;1;5;1;2;0;0
WEDNESDAY;12;6;37;1;7;1;3;0;0
SATURDAY ;12;7;5;1;11;1;1;0;0
THURSDAY ;12;7;13;1;20;1;1;0;0
MONDAY   ;9;13;33;1;2;1;2;0;0
THURSDAY ;10;13;97;1;2;1;1;0;0
FRIDAY   ;2;6;0;1;2;1;2;0;0
SATURDAY ;6;6;18;1;4;1;3;0;0
FRIDAY   ;10;6;65;1;5;1;2;0;0
WEDNESDAY;8;6;47;1;5;1;1;1;0
WEDNESDAY;5;6;16;1;3;1;1;0;0
SUNDAY   ;4;6;28;1;3;1;1;0;0
MONDAY   ;10;6;107;1;5;1;2;0;0
WEDNESDAY;5;6;7;1;3;1;1;0;0
FRIDAY   ;5;6;11;1;3;1;1;0;0
SATURDAY ;6;6;16;1;6;1;1;0;0
THURSDAY ;12;6;111;1;5;1;2;0;0
WEDNESDAY;9;6;31;1;3;1;1;0;0
SUNDAY   ;6;6;39;1;2;1;2;0;0
SUNDAY   ;4;6;17;1;7;1;1;0;0
SATURDAY ;6;6;9;1;2;1;2;0;0
SUNDAY   ;10;6;24;1;5;1;2;0;0
SATURDAY ;11;6;33;1;3;1;2;0;0
MONDAY   ;10;6;11;1;3;1;2;0;0
FRIDAY   ;11;6;40;1;2;1;2;0;0
FRIDAY   ;5;6;20;1;3;1;2;0;0
SUNDAY   ;9;6;8;1;3;1;2;0;0
THURSDAY ;7;6;33;1;4;1;1;0;0
THURSDAY ;7;6;31;1;3;1;1;0;0
THURSDAY ;7;6;33;1;4;1;2;0;0
SUNDAY   ;6;6;22;1;5;1;3;0;0
SATURDAY ;8;6;9;1;3;1;3;0;0
FRIDAY   ;9;6;41;1;3;1;2;0;0
SUNDAY   ;5;6;0;1;2;1;2;0;0
SATURDAY ;9;6;25;1;5;1;2;0;0
WEDNESDAY;5;6;16;1;3;1;1;0;0
FRIDAY   ;4;6;12;1;6;1;1;0;0
MONDAY   ;6;6;70;1;4;1;3;0;0
TUESDAY  ;5;6;48;1;2;1;2;0;0
MONDAY   ;4;6;15;1;2;1;2;1;0
TUESDAY  ;3;6;31;1;6;1;2;0;0
MONDAY   ;5;6;15;1;6;1;2;0;0
THURSDAY ;8;6;0;1;3;1;2;0;0
THURSDAY ;7;6;33;1;4;1;1;0;0
THURSDAY ;5;6;15;1;6;1;1;0;0
SUNDAY   ;12;6;66;1;3;1;1;0;0
TUESDAY  ;10;6;14;1;4;1;1;0;0
MONDAY   ;4;6;22;1;7;1;2;0;0
FRIDAY   ;4;6;44;1;7;1;1;0;0
FRIDAY   ;5;6;46;1;2;1;2;0;0
FRIDAY   ;5;7;3;1;2;1;1;0;0
FRIDAY   ;7;6;1;1;2;1;2;0;0
TUESDAY  ;10;7;3;1;6;1;1;0;0
THURSDAY ;3;6;86;1;2;1;1;0;0
FRIDAY   ;1;7;3;1;2;1;2;0;0
SATURDAY ;5;6;31;1;7;1;1;0;0
SUNDAY   ;6;6;98;1;3;1;2;0;0
WEDNESDAY;6;6;27;1;4;1;2;0;0
FRIDAY   ;9;6;71;1;4;1;1;0;0
THURSDAY ;8;6;29;1;4;1;2;0;0
WEDNESDAY;8;6;1;1;3;1;2;0;0
SATURDAY ;7;6;5;1;3;1;1;0;0
THURSDAY ;6;7;30;1;4;1;1;0;0
TUESDAY  ;8;6;0;1;2;1;2;0;0
FRIDAY   ;4;6;21;1;3;1;1;0;0
SUNDAY   ;6;13;74;1;6;1;1;0;0
MONDAY   ;1;7;4;1;2;1;1;0;0
MONDAY   ;1;7;42;1;4;1;3;0;0
SATURDAY ;9;6;45;1;4;1;2;0;0
TUESDAY  ;4;7;1;1;7;1;2;0;0
SATURDAY ;1;7;44;1;5;1;2;0;0
FRIDAY   ;3;6;13;1;2;1;2;0;0
SATURDAY ;7;6;12;1;2;1;2;0;0
FRIDAY   ;5;6;48;1;2;1;2;0;0
WEDNESDAY;8;13;15;1;3;1;1;0;0
FRIDAY   ;7;6;0;1;2;1;2;0;0
FRIDAY   ;3;6;55;1;3;1;2;0;0
TUESDAY  ;5;6;54;1;4;1;2;0;0
THURSDAY ;10;6;14;1;5;1;2;0;0
MONDAY   ;8;6;46;1;7;1;2;0;0
WEDNESDAY;3;6;62;1;5;1;2;0;0
SUNDAY   ;6;6;13;1;5;1;2;0;0
TUESDAY  ;1;7;49;1;6;1;2;0;0
TUESDAY  ;6;6;19;1;4;1;1;0;0
SATURDAY ;8;6;1;1;2;1;2;0;0
THURSDAY ;7;6;1;1;5;1;1;0;0
SATURDAY ;2;7;126;1;3;1;2;0;0
SATURDAY ;5;6;9;1;2;1;2;0;0
SATURDAY ;8;6;19;1;4;1;2;0;0
MONDAY   ;5;6;13;1;7;1;1;0;0
SATURDAY ;8;6;0;1;3;1;1;0;0
SATURDAY ;8;6;22;1;6;1;2;0;0
FRIDAY   ;4;6;4;1;4;1;2;0;0
FRIDAY   ;1;7;0;1;2;1;2;0;0
FRIDAY   ;1;7;3;1;2;1;2;0;0
TUESDAY  ;1;7;0;1;2;1;1;0;0
TUESDAY  ;8;6;20;1;5;1;2;0;0
THURSDAY ;7;6;8;1;4;1;2;0;0
FRIDAY   ;3;6;15;1;3;1;2;0;0
SUNDAY   ;5;6;7;1;3;1;2;0;0
MONDAY   ;5;6;14;1;2;1;2;0;0
FRIDAY   ;3;6;30;1;4;1;2;0;0
FRIDAY   ;10;6;12;1;5;1;2;0;0
SATURDAY ;3;6;18;1;4;1;2;0;0
FRIDAY   ;4;6;16;1;5;1;2;0;0
SATURDAY ;4;6;17;1;4;1;2;0;0
SUNDAY   ;5;6;8;1;3;1;3;0;0
MONDAY   ;7;6;2;1;2;1;1;0;0
SATURDAY ;10;6;1;1;2;1;2;0;0
SUNDAY   ;7;6;3;1;2;1;2;0;0
SUNDAY   ;4;6;7;1;6;1;2;0;0
THURSDAY ;7;6;22;1;5;1;3;0;0
THURSDAY ;7;6;11;1;4;1;2;0;0
FRIDAY   ;5;6;21;1;3;1;2;0;0
FRIDAY   ;4;6;49;1;3;1;2;0;0
FRIDAY   ;2;6;0;1;2;1;2;0;0
MONDAY   ;10;6;54;1;7;1;2;0;0
TUESDAY  ;1;7;22;1;4;1;1;1;0
WEDNESDAY;8;6;34;1;5;1;2;0;0
TUESDAY  ;3;6;3;1;6;1;2;0;0
WEDNESDAY;3;6;1;1;3;1;2;0;0
SUNDAY   ;5;6;54;1;6;1;2;0;0
TUESDAY  ;3;6;1;1;2;1;1;0;0
SUNDAY   ;5;6;4;1;3;1;1;0;0
WEDNESDAY;10;7;0;1;3;1;2;0;0
MONDAY   ;1;7;11;1;2;1;1;0;0
SATURDAY ;8;6;20;1;3;1;1;0;0
MONDAY   ;2;6;5;1;2;1;1;0;0
MONDAY   ;9;13;19;1;4;1;1;0;0
TUESDAY  ;10;6;38;1;2;1;1;0;0
SATURDAY ;9;6;31;1;6;1;2;0;0
WEDNESDAY;1;7;2;1;2;1;1;0;0
SATURDAY ;7;6;13;1;6;1;3;0;0
FRIDAY   ;6;6;2;1;2;1;2;0;0
FRIDAY   ;3;6;13;1;3;1;2;0;0
SATURDAY ;9;7;4;1;2;1;3;0;0
MONDAY   ;8;6;1;1;2;1;2;0;0
THURSDAY ;5;6;29;1;2;1;2;0;0
WEDNESDAY;10;6;12;1;4;1;2;0;0
MONDAY   ;4;6;14;1;4;1;2;0;0
SUNDAY   ;8;6;12;1;7;1;2;0;0
FRIDAY   ;1;7;38;1;4;1;2;0;0
MONDAY   ;4;6;1;1;2;1;2;0;0
SATURDAY ;5;6;0;1;2;1;2;0;0
FRIDAY   ;8;6;17;1;6;1;2;0;0
SATURDAY ;1;7;2;1;2;1;2;0;0
FRIDAY   ;10;6;10;1;7;1;1;0;0
TUESDAY  ;1;7;3;1;4;1;1;0;0
TUESDAY  ;3;6;10;1;5;1;1;0;0
MONDAY   ;10;6;51;1;6;1;2;0;0
FRIDAY   ;4;6;3;1;3;1;2;0;0
THURSDAY ;6;13;1;1;2;1;1;0;0
SUNDAY   ;2;7;30;1;2;1;1;0;0
SATURDAY ;10;6;5;1;7;1;1;0;0
TUESDAY  ;5;6;17;1;4;1;1;0;0
MONDAY   ;3;6;45;1;4;1;2;0;0
FRIDAY   ;8;6;1;1;3;1;2;0;0
MONDAY   ;7;6;14;1;7;1;2;0;0
WEDNESDAY;7;6;8;1;6;1;2;0;0
TUESDAY  ;4;7;11;1;5;1;2;0;0
SUNDAY   ;8;6;22;1;2;1;3;0;0
MONDAY   ;9;6;39;1;5;1;3;0;0
THURSDAY ;10;7;63;1;3;1;2;0;0
SATURDAY ;9;6;4;1;2;1;2;0;0
SUNDAY   ;6;6;4;1;4;1;2;0;0
WEDNESDAY;6;6;6;1;2;1;1;0;0
FRIDAY   ;1;7;21;1;4;1;1;0;0
SUNDAY   ;2;6;40;1;5;1;2;0;0
FRIDAY   ;7;7;23;1;6;1;2;0;0
TUESDAY  ;5;6;2;1;2;1;2;0;0
SATURDAY ;9;6;6;1;3;1;2;0;0
MONDAY   ;1;7;0;1;2;1;2;0;0
THURSDAY ;5;6;5;1;3;1;2;0;0
THURSDAY ;9;6;5;1;3;1;1;0;0
SUNDAY   ;8;6;2;1;2;1;2;0;0
WEDNESDAY;8;6;3;1;4;1;2;0;0
MONDAY   ;3;6;45;1;4;1;2;0;0
SATURDAY ;7;6;14;1;4;1;2;0;0
SATURDAY ;7;6;11;1;4;1;2;0;0
FRIDAY   ;2;6;46;1;2;1;2;0;0
THURSDAY ;8;6;48;1;6;1;2;0;0
SUNDAY   ;8;6;9;1;7;1;2;0;0
TUESDAY  ;11;6;32;1;2;1;1;0;0
SUNDAY   ;8;6;20;1;6;1;1;0;0
FRIDAY   ;9;6;0;1;2;1;1;0;0
THURSDAY ;8;6;5;1;3;1;2;0;0
FRIDAY   ;9;7;41;1;2;1;2;0;0
THURSDAY ;5;6;65;1;3;1;2;0;0
SATURDAY ;3;6;33;1;4;1;2;0;0
MONDAY   ;6;6;14;1;3;1;1;2;0
SUNDAY   ;5;6;1;1;3;1;2;0;0
SATURDAY ;8;6;5;1;2;1;2;0;0
MONDAY   ;2;7;10;1;6;1;2;0;0
SATURDAY ;5;6;34;1;2;1;2;0;0
FRIDAY   ;5;6;52;1;5;1;1;2;0
MONDAY   ;9;13;10;1;3;1;1;0;0
MONDAY   ;6;6;78;1;3;1;2;0;0
MONDAY   ;6;6;17;1;6;1;2;0;0
FRIDAY   ;6;6;0;1;2;1;2;0;0
WEDNESDAY;3;6;1;1;2;1;1;0;0
SATURDAY ;3;6;2;1;2;1;2;0;0
FRIDAY   ;2;1;71;1;2;1;2;0;0
TUESDAY  ;9;6;52;1;7;1;2;0;0
WEDNESDAY;9;6;17;1;4;1;2;0;0
SATURDAY ;6;7;2;1;7;1;1;0;0
TUESDAY  ;1;7;13;1;3;1;2;0;0
SUNDAY   ;6;6;11;1;4;1;2;0;0
FRIDAY   ;3;6;13;1;2;1;2;0;0
THURSDAY ;11;6;11;1;3;1;1;0;0
TUESDAY  ;2;6;16;1;4;1;2;0;0
SATURDAY ;6;6;5;1;2;1;2;0;0
WEDNESDAY;10;6;8;1;5;1;2;0;0
THURSDAY ;5;6;9;1;2;1;2;1;0
TUESDAY  ;1;7;13;1;3;1;2;0;0
TUESDAY  ;3;6;16;1;7;1;1;0;0
WEDNESDAY;1;7;9;1;3;1;2;0;0
TUESDAY  ;5;13;26;1;3;1;1;0;0
FRIDAY   ;10;6;37;1;3;1;2;0;0
TUESDAY  ;10;6;4;1;2;1;1;0;0
SATURDAY ;8;6;3;1;5;1;2;0;0
TUESDAY  ;9;13;60;1;3;1;1;0;0
TUESDAY  ;9;6;68;1;5;1;1;0;0
WEDNESDAY;4;6;1;1;2;1;1;0;0
SATURDAY ;6;6;4;1;5;1;2;0;0
WEDNESDAY;2;6;14;1;4;1;2;0;0
THURSDAY ;1;7;8;1;5;1;1;0;0
MONDAY   ;5;6;13;1;4;1;1;0;0
SATURDAY ;5;6;2;1;3;1;2;0;0
SATURDAY ;5;6;16;1;5;1;2;0;0
SUNDAY   ;5;6;75;1;3;1;2;0;0
WEDNESDAY;5;6;9;1;4;1;2;0;0
FRIDAY   ;6;1;17;1;9;1;1;0;0
SATURDAY ;10;1;45;1;2;1;2;2;0
MONDAY   ;3;12;10;1;4;1;2;2;0
MONDAY   ;6;1;32;1;9;1;2;1;0
FRIDAY   ;3;1;26;1;7;1;2;0;0
THURSDAY ;5;1;3;1;8;1;1;0;0
WEDNESDAY;4;1;13;1;6;1;2;0;0
TUESDAY  ;11;6;13;1;1;1;1;0;0
SATURDAY ;11;6;1;1;1;1;2;0;0
WEDNESDAY;12;6;20;1;1;1;1;0;0
SUNDAY   ;12;6;0;1;1;1;1;0;0
MONDAY   ;10;6;0;1;1;1;1;0;0
SATURDAY ;11;6;2;1;1;1;2;0;0
SUNDAY   ;11;6;3;1;1;1;2;0;0
SATURDAY ;12;6;51;1;1;1;1;0;0
WEDNESDAY;11;7;30;1;1;1;2;0;0
SATURDAY ;12;7;9;1;1;1;3;0;0
WEDNESDAY;12;6;6;1;1;1;2;0;0
WEDNESDAY;11;6;28;1;1;1;1;0;0
SATURDAY ;11;7;8;1;1;1;1;0;0
SUNDAY   ;12;7;6;1;1;1;1;0;0
SATURDAY ;11;7;8;1;1;1;1;0;0
MONDAY   ;11;6;7;1;1;1;2;0;0
FRIDAY   ;12;7;9;1;1;1;2;0;0
FRIDAY   ;12;7;9;1;1;1;2;0;0
SUNDAY   ;11;6;0;1;1;1;1;0;0
SUNDAY   ;12;6;16;1;1;1;1;0;0
SUNDAY   ;12;6;16;1;1;1;1;0;0
WEDNESDAY;12;6;0;1;1;1;2;0;0
SATURDAY ;12;7;17;1;1;1;1;0;0
WEDNESDAY;11;6;1;1;1;1;2;0;0
TUESDAY  ;12;7;2;1;2;1;1;0;0
WEDNESDAY;12;7;0;1;1;1;1;0;0
SATURDAY ;12;7;3;1;1;1;1;0;0
SATURDAY ;12;7;0;1;1;1;2;0;0
WEDNESDAY;11;6;9;1;1;1;1;0;0
TUESDAY  ;11;6;60;1;1;1;2;0;0
TUESDAY  ;11;7;5;1;1;1;1;0;0
TUESDAY  ;10;6;4;1;1;1;1;0;0
TUESDAY  ;11;7;3;1;1;1;1;0;0
WEDNESDAY;11;6;0;1;1;1;2;0;0
TUESDAY  ;11;6;2;1;1;1;2;0;0
SATURDAY ;11;7;2;1;3;1;1;0;0
FRIDAY   ;11;6;1;1;2;1;1;0;0
SATURDAY ;10;6;4;1;1;1;2;0;0
TUESDAY  ;11;6;0;1;1;1;1;0;0
FRIDAY   ;11;6;3;1;2;1;2;0;0
SATURDAY ;12;6;37;1;1;1;2;0;0
FRIDAY   ;11;6;1;1;2;1;2;0;0
SATURDAY ;12;7;3;1;2;1;2;1;0
THURSDAY ;11;7;6;1;2;1;1;0;0
THURSDAY ;12;7;0;1;1;1;1;0;0
SATURDAY ;10;6;1;1;1;1;3;0;0
SUNDAY   ;12;13;68;1;2;1;1;0;0
MONDAY   ;11;7;1;1;2;1;2;0;0
SUNDAY   ;11;6;23;1;2;1;2;0;0
SUNDAY   ;11;6;11;1;3;1;2;0;0
FRIDAY   ;12;6;19;1;2;1;2;0;0
WEDNESDAY;12;7;5;1;2;1;1;0;0
MONDAY   ;11;6;17;1;2;1;1;0;0
TUESDAY  ;11;7;54;1;3;1;1;0;0
SUNDAY   ;12;13;13;1;2;1;1;0;0
THURSDAY ;12;7;15;1;2;1;1;0;0
THURSDAY ;11;6;2;1;2;1;2;0;0
TUESDAY  ;11;7;55;1;2;1;1;0;0
TUESDAY  ;11;7;55;1;2;1;1;0;0
MONDAY   ;12;13;12;1;2;1;1;0;0
WEDNESDAY;12;6;43;1;2;1;1;0;0
THURSDAY ;11;6;10;1;2;1;1;0;0
SATURDAY ;10;7;0;1;2;1;1;0;0
WEDNESDAY;11;6;34;1;2;1;2;0;0
SUNDAY   ;10;7;27;1;3;1;2;0;0
WEDNESDAY;11;6;42;1;3;1;2;0;0
MONDAY   ;11;7;7;1;2;1;1;0;0
THURSDAY ;11;6;31;1;2;1;1;0;0
FRIDAY   ;11;13;8;1;2;1;2;0;0
WEDNESDAY;11;6;37;1;3;1;1;0;0
THURSDAY ;12;7;6;1;3;1;1;0;0
TUESDAY  ;11;1;13;1;2;1;1;0;0
TUESDAY  ;12;7;4;1;3;1;1;0;0
MONDAY   ;10;7;5;1;3;1;1;0;0
MONDAY   ;12;6;48;1;2;1;2;0;0
TUESDAY  ;11;6;37;1;3;1;2;0;0
WEDNESDAY;12;6;38;1;3;1;3;0;0
TUESDAY  ;12;7;6;1;3;1;1;0;0
WEDNESDAY;12;6;41;1;4;1;2;0;0
