ArrivalDate-Weekday;Arrival-Month;LeadDays;nights-qty;room-qty;adult-qty;child-qty;infant-qty;rm-class-id
THURSDAY ;2;8;3;1;1;0;0;3
TUESDAY  ;9;4;1;1;1;0;0;3
WEDNESDAY;7;36;4;1;2;0;0;3
THURSDAY ;6;77;1;1;2;0;0;3
THURSDAY ;5;0;1;1;2;0;0;3
THURSDAY ;6;8;1;1;1;0;0;3
THURSDAY ;3;23;2;1;1;0;0;0
SUNDAY   ;3;66;3;1;3;0;0;3
SATURDAY ;1;2;1;1;2;0;0;0
TUESDAY  ;7;43;2;1;2;0;0;3
SATURDAY ;3;1;1;1;1;0;0;0
FRIDAY   ;10;7;1;1;2;0;0;3
FRIDAY   ;10;15;3;1;1;0;0;3
WEDNESDAY;10;21;1;1;2;0;0;3
SATURDAY ;10;10;1;1;2;0;0;3
TUESDAY  ;4;12;4;1;2;0;0;3
MONDAY   ;3;22;3;1;2;0;0;3
WEDNESDAY;4;4;3;1;1;0;0;3
SUNDAY   ;7;0;2;1;2;0;0;3
SATURDAY ;1;40;6;1;2;0;0;3
SATURDAY ;7;34;1;1;2;0;0;3
WEDNESDAY;5;1;1;1;1;0;0;3
MONDAY   ;1;27;7;1;2;0;0;3
SATURDAY ;9;8;1;1;2;0;0;3
SUNDAY   ;9;36;2;1;2;0;0;3
MONDAY   ;6;14;2;1;1;0;0;3
MONDAY   ;9;28;2;1;1;0;0;3
MONDAY   ;6;7;2;1;2;0;0;3
THURSDAY ;9;3;3;1;2;0;0;3
MONDAY   ;8;60;6;1;2;0;0;3
FRIDAY   ;2;32;2;1;2;0;0;0
WEDNESDAY;6;63;3;1;2;1;0;3
WEDNESDAY;7;9;4;1;1;0;0;3
SUNDAY   ;4;40;6;1;2;0;0;3
THURSDAY ;4;1;1;1;1;0;0;3
SUNDAY   ;10;109;3;1;1;0;0;3
SUNDAY   ;10;108;4;1;1;0;0;3
MONDAY   ;10;43;2;1;2;0;0;3
FRIDAY   ;4;53;3;1;1;0;0;0
THURSDAY ;9;13;1;1;1;0;0;3
SUNDAY   ;9;5;1;1;1;0;0;3
SUNDAY   ;1;133;3;1;2;0;0;3
THURSDAY ;1;112;1;1;3;0;0;3
WEDNESDAY;1;87;2;1;1;1;0;3
FRIDAY   ;1;87;4;1;2;0;0;3
SATURDAY ;1;79;4;1;2;0;0;3
WEDNESDAY;1;71;5;1;2;0;0;3
MONDAY   ;1;32;4;1;1;0;0;3
THURSDAY ;1;27;5;1;2;0;0;3
WEDNESDAY;1;20;7;1;1;0;0;3
MONDAY   ;1;27;4;1;1;0;0;3
TUESDAY  ;1;33;5;1;1;0;0;3
MONDAY   ;1;0;2;1;2;0;0;3
WEDNESDAY;1;0;3;1;2;0;0;3
TUESDAY  ;1;5;1;1;1;0;0;3
SUNDAY   ;1;17;3;1;1;0;0;3
FRIDAY   ;1;1;6;1;2;0;0;3
SATURDAY ;1;6;1;1;1;1;0;3
MONDAY   ;1;7;5;1;1;0;0;3
WEDNESDAY;1;1;3;1;1;0;0;3
WEDNESDAY;1;1;2;1;2;0;0;3
THURSDAY ;2;6;3;1;1;0;0;3
SUNDAY   ;2;7;3;1;2;0;0;3
MONDAY   ;2;5;3;1;1;0;0;3
FRIDAY   ;2;0;2;1;2;0;0;3
FRIDAY   ;3;187;3;1;2;0;0;3
TUESDAY  ;2;108;5;1;2;0;0;3
SATURDAY ;3;70;2;1;1;0;0;3
FRIDAY   ;2;25;6;1;2;0;0;3
MONDAY   ;2;17;4;1;1;0;0;3
THURSDAY ;2;16;3;1;1;0;0;3
SATURDAY ;2;18;7;1;2;0;0;3
THURSDAY ;3;44;5;1;1;0;0;3
THURSDAY ;3;43;5;1;1;0;0;3
MONDAY   ;5;17;18;1;1;0;0;3
TUESDAY  ;8;26;3;1;3;0;0;3
TUESDAY  ;6;22;3;1;1;0;0;3
SUNDAY   ;12;55;4;1;2;0;0;3
SUNDAY   ;9;35;4;1;2;0;0;3
SATURDAY ;6;27;7;1;2;0;0;3
SUNDAY   ;4;8;6;1;2;0;0;3
SATURDAY ;5;32;7;1;2;0;0;3
WEDNESDAY;9;71;6;1;1;0;0;3
SUNDAY   ;6;14;2;1;2;0;0;3
WEDNESDAY;5;16;3;1;1;0;0;3
THURSDAY ;8;31;7;1;2;0;0;3
MONDAY   ;6;44;2;1;2;0;0;3
SUNDAY   ;4;17;4;1;2;0;0;3
THURSDAY ;8;161;3;1;2;0;0;3
SATURDAY ;9;4;2;1;2;0;0;3
WEDNESDAY;10;89;2;1;2;0;0;3
SATURDAY ;6;22;7;1;1;0;0;3
SATURDAY ;5;10;2;1;2;0;0;3
TUESDAY  ;10;17;7;1;2;0;0;3
SATURDAY ;3;12;7;1;2;0;0;3
SUNDAY   ;7;4;4;1;2;0;0;3
SATURDAY ;11;20;7;1;2;0;0;3
WEDNESDAY;4;7;7;1;1;0;0;3
SATURDAY ;7;32;6;1;2;0;0;3
SUNDAY   ;7;24;2;1;3;0;0;3
TUESDAY  ;7;9;4;1;2;0;0;3
SATURDAY ;2;2;3;1;2;0;0;3
WEDNESDAY;8;37;3;1;2;0;0;3
SATURDAY ;7;3;8;1;2;0;0;3
SUNDAY   ;3;68;3;1;2;1;0;3
MONDAY   ;3;5;1;1;1;0;0;3
TUESDAY  ;4;14;5;1;1;0;0;3
SATURDAY ;9;57;3;1;1;0;0;3
SATURDAY ;10;243;1;1;2;0;0;3
WEDNESDAY;3;77;4;1;2;0;0;0
THURSDAY ;10;51;3;1;1;0;0;3
THURSDAY ;5;0;1;1;2;0;0;3
MONDAY   ;10;7;1;1;2;0;0;3
MONDAY   ;5;1;1;1;2;0;0;3
FRIDAY   ;8;0;1;1;1;0;0;3
MONDAY   ;3;6;2;1;1;0;0;3
SUNDAY   ;7;17;5;1;3;0;0;3
SUNDAY   ;2;1;6;1;2;0;0;3
WEDNESDAY;1;7;2;1;1;0;0;3
THURSDAY ;10;8;2;1;1;0;0;3
THURSDAY ;4;16;3;1;2;0;0;3
THURSDAY ;10;8;1;1;1;0;0;3
FRIDAY   ;9;4;1;1;1;0;0;3
SUNDAY   ;5;36;2;1;2;0;0;3
FRIDAY   ;1;20;2;1;2;0;0;3
TUESDAY  ;6;22;2;1;1;0;0;3
TUESDAY  ;8;12;10;1;2;0;0;3
SATURDAY ;5;9;1;1;2;0;0;3
TUESDAY  ;3;4;1;1;1;0;0;3
MONDAY   ;2;6;7;1;1;0;0;3
SUNDAY   ;1;1;2;1;2;0;0;3
SATURDAY ;6;1;1;1;2;0;0;3
WEDNESDAY;10;28;2;1;2;0;0;3
WEDNESDAY;10;2;3;1;2;0;0;3
SATURDAY ;6;9;2;1;2;0;0;3
SUNDAY   ;7;3;1;1;1;0;0;3
TUESDAY  ;1;1;3;1;2;0;0;3
SUNDAY   ;8;56;4;1;2;0;0;3
SATURDAY ;6;16;10;1;1;0;0;3
MONDAY   ;6;20;3;1;1;0;0;3
SUNDAY   ;7;122;4;1;2;0;0;3
SATURDAY ;4;1;1;1;2;0;0;3
TUESDAY  ;4;26;2;1;1;0;0;3
MONDAY   ;3;6;2;1;1;0;0;3
SUNDAY   ;8;35;3;1;2;0;0;3
FRIDAY   ;7;144;5;1;2;0;0;3
FRIDAY   ;5;37;2;1;2;0;0;3
FRIDAY   ;7;17;1;1;1;0;0;3
THURSDAY ;8;48;2;1;2;0;0;3
WEDNESDAY;5;2;1;1;1;0;0;3
SATURDAY ;7;1;1;1;2;0;0;3
THURSDAY ;6;35;5;1;2;0;0;3
TUESDAY  ;10;13;1;1;1;0;0;3
THURSDAY ;8;31;2;1;2;0;0;3
FRIDAY   ;4;23;2;1;1;0;0;3
SUNDAY   ;6;4;5;1;1;0;0;3
FRIDAY   ;3;0;2;1;2;0;0;3
WEDNESDAY;7;1;3;1;2;0;0;3
TUESDAY  ;1;0;2;1;1;0;0;3
WEDNESDAY;5;2;3;1;1;0;0;3
SATURDAY ;10;32;5;1;1;0;0;3
MONDAY   ;10;21;7;1;2;1;0;3
SUNDAY   ;3;27;4;1;1;0;0;3
MONDAY   ;3;65;2;1;2;0;0;0
SATURDAY ;8;29;3;1;1;0;0;3
SUNDAY   ;2;9;4;1;2;0;0;0
WEDNESDAY;10;7;2;1;1;0;0;3
TUESDAY  ;10;19;2;1;1;0;0;3
FRIDAY   ;10;9;1;1;1;0;0;3
SATURDAY ;9;2;2;1;2;0;0;3
SUNDAY   ;7;4;3;1;1;0;0;3
SUNDAY   ;4;2;1;1;1;0;0;3
MONDAY   ;1;11;2;1;2;0;0;3
FRIDAY   ;2;1;2;1;2;0;0;0
MONDAY   ;1;0;1;1;1;0;0;3
SUNDAY   ;6;69;5;1;2;0;0;3
SATURDAY ;5;49;2;1;1;0;0;3
FRIDAY   ;1;9;1;1;1;0;0;3
MONDAY   ;8;1;4;1;1;0;0;3
THURSDAY ;2;8;3;1;1;0;0;3
FRIDAY   ;2;36;3;1;2;0;0;0
FRIDAY   ;10;1;1;1;1;0;0;3
MONDAY   ;2;16;3;1;2;0;0;3
TUESDAY  ;5;0;1;1;2;0;0;3
MONDAY   ;8;62;4;1;2;0;0;3
WEDNESDAY;1;56;4;1;2;0;0;3
SUNDAY   ;5;6;1;1;2;0;0;3
TUESDAY  ;4;5;1;1;1;0;0;3
TUESDAY  ;4;14;5;1;1;0;0;3
WEDNESDAY;5;0;1;1;1;0;0;3
TUESDAY  ;4;17;1;1;1;0;0;3
THURSDAY ;2;3;3;1;1;0;0;3
MONDAY   ;10;55;2;1;2;1;0;3
SUNDAY   ;6;1;1;1;2;0;0;3
WEDNESDAY;3;1;1;1;1;0;0;0
MONDAY   ;6;0;1;1;1;0;0;3
MONDAY   ;1;3;4;1;1;0;0;3
WEDNESDAY;10;5;1;1;1;0;0;3
THURSDAY ;5;10;1;1;1;0;0;3
WEDNESDAY;5;21;2;1;2;0;0;3
SUNDAY   ;8;24;4;1;1;2;0;3
MONDAY   ;6;14;4;1;1;0;0;3
THURSDAY ;1;10;1;1;1;0;0;3
THURSDAY ;3;2;1;1;1;0;0;3
TUESDAY  ;10;11;2;1;1;0;0;3
FRIDAY   ;12;0;1;1;1;0;0;3
FRIDAY   ;10;30;1;1;1;0;0;3
WEDNESDAY;4;27;10;1;1;0;0;3
SATURDAY ;5;51;2;1;2;0;0;3
FRIDAY   ;5;6;2;1;2;0;0;3
TUESDAY  ;8;1;4;1;3;0;0;3
SUNDAY   ;6;11;6;1;1;0;0;3
THURSDAY ;2;13;3;1;1;0;0;3
THURSDAY ;8;128;3;1;2;0;0;3
WEDNESDAY;9;1;1;1;1;0;0;3
MONDAY   ;6;6;2;1;1;0;0;3
TUESDAY  ;9;2;15;1;1;0;0;3
FRIDAY   ;4;2;2;1;1;0;0;3
FRIDAY   ;5;50;4;1;2;0;0;0
MONDAY   ;10;7;1;1;2;0;0;3
THURSDAY ;9;7;2;1;1;0;0;3
WEDNESDAY;6;7;5;1;1;0;0;3
FRIDAY   ;9;40;3;1;2;0;0;3
FRIDAY   ;1;29;2;1;1;0;0;3
SUNDAY   ;4;1;4;1;1;0;0;3
FRIDAY   ;9;63;2;1;1;0;0;3
TUESDAY  ;4;1;1;1;1;0;0;3
MONDAY   ;6;1;1;1;2;0;0;3
FRIDAY   ;2;10;7;1;2;0;0;3
FRIDAY   ;8;8;1;1;2;0;0;3
SATURDAY ;6;29;1;1;1;0;0;3
WEDNESDAY;1;8;4;1;2;0;0;3
SUNDAY   ;7;0;1;1;3;0;0;3
WEDNESDAY;7;2;4;1;1;0;0;3
SUNDAY   ;8;1;2;1;2;0;0;3
THURSDAY ;2;8;3;1;1;0;0;3
THURSDAY ;3;19;2;1;2;0;0;3
THURSDAY ;10;8;1;1;1;0;0;3
SATURDAY ;1;37;1;1;1;0;0;0
MONDAY   ;2;1;2;1;1;0;0;0
SUNDAY   ;10;65;2;1;1;0;0;3
SATURDAY ;9;52;4;1;2;0;0;3
SATURDAY ;10;109;5;1;2;0;0;3
WEDNESDAY;4;14;3;1;1;0;0;3
SUNDAY   ;2;3;1;1;1;0;0;3
THURSDAY ;3;164;7;1;1;0;0;3
FRIDAY   ;10;11;4;1;2;0;0;3
THURSDAY ;1;6;1;1;1;0;0;3
TUESDAY  ;3;4;1;1;2;0;0;3
MONDAY   ;3;7;2;1;1;0;0;3
TUESDAY  ;10;0;1;1;1;0;0;3
WEDNESDAY;5;51;1;1;1;0;0;3
MONDAY   ;10;11;2;1;2;0;0;3
FRIDAY   ;2;0;1;1;1;0;0;3
TUESDAY  ;6;78;3;1;1;0;0;3
MONDAY   ;4;0;1;1;2;0;0;3
WEDNESDAY;8;28;2;1;2;2;0;3
FRIDAY   ;6;23;1;1;1;0;0;3
TUESDAY  ;3;1;1;1;1;0;0;0
SATURDAY ;8;63;1;1;2;0;0;3
TUESDAY  ;9;3;1;1;1;0;0;3
FRIDAY   ;7;26;2;1;2;0;0;3
TUESDAY  ;7;27;2;1;1;0;0;3
MONDAY   ;12;5;2;1;1;0;0;3
TUESDAY  ;4;1;1;1;2;0;0;3
SATURDAY ;7;4;6;1;1;0;0;3
MONDAY   ;5;5;4;1;1;0;0;3
THURSDAY ;3;2;7;1;2;0;0;3
FRIDAY   ;1;0;1;1;2;0;0;3
THURSDAY ;7;22;7;1;2;0;0;3
SUNDAY   ;7;9;4;1;2;0;0;3
TUESDAY  ;4;120;1;1;2;0;0;3
THURSDAY ;10;20;3;1;2;0;0;3
SUNDAY   ;7;2;2;1;2;1;0;3
WEDNESDAY;1;6;4;1;2;0;0;3
WEDNESDAY;9;68;2;1;2;0;0;3
THURSDAY ;10;1;1;1;1;0;0;3
TUESDAY  ;10;26;1;1;2;0;0;3
TUESDAY  ;1;4;3;1;1;0;0;3
THURSDAY ;4;6;3;1;1;0;0;3
MONDAY   ;7;14;4;1;2;0;0;3
SATURDAY ;9;23;2;1;1;0;0;3
WEDNESDAY;1;35;5;1;2;0;0;3
SATURDAY ;3;15;2;1;2;0;0;3
TUESDAY  ;1;43;5;1;1;0;0;0
WEDNESDAY;2;2;3;1;2;0;0;3
WEDNESDAY;10;12;3;1;1;0;0;3
THURSDAY ;8;156;5;1;2;0;0;3
MONDAY   ;6;19;5;1;1;0;0;3
MONDAY   ;3;12;1;1;1;0;0;0
SUNDAY   ;8;5;2;1;1;0;0;3
WEDNESDAY;5;1;1;1;2;0;0;3
FRIDAY   ;7;11;3;1;2;0;0;3
TUESDAY  ;10;19;4;1;3;0;0;3
THURSDAY ;5;93;4;1;1;0;0;3
FRIDAY   ;3;10;1;1;2;0;0;3
TUESDAY  ;5;3;1;1;2;0;0;3
FRIDAY   ;4;11;1;1;1;0;0;3
WEDNESDAY;1;9;4;1;2;0;0;3
THURSDAY ;10;8;2;1;1;0;0;3
MONDAY   ;1;77;4;1;2;0;0;3
SATURDAY ;6;18;1;1;1;0;0;3
SATURDAY ;10;238;5;1;2;0;0;3
WEDNESDAY;7;9;4;1;1;0;0;3
SATURDAY ;11;39;1;1;2;0;0;3
MONDAY   ;10;7;2;1;1;0;0;3
FRIDAY   ;6;265;7;1;2;0;0;3
WEDNESDAY;6;42;2;1;1;0;0;3
SUNDAY   ;2;170;5;1;2;0;0;3
FRIDAY   ;2;120;2;1;2;0;0;0
FRIDAY   ;6;0;1;1;2;0;0;3
SUNDAY   ;6;5;4;1;1;0;0;3
THURSDAY ;8;53;5;1;2;1;0;3
MONDAY   ;6;42;9;1;2;1;0;3
WEDNESDAY;9;23;3;1;1;0;0;3
WEDNESDAY;9;1;1;1;1;0;0;3
WEDNESDAY;5;49;3;1;1;0;0;3
SATURDAY ;6;23;20;1;1;0;0;3
TUESDAY  ;8;19;2;1;2;0;0;3
MONDAY   ;5;14;2;1;1;0;0;3
SATURDAY ;10;5;1;1;2;0;0;3
TUESDAY  ;8;19;2;1;2;0;0;3
FRIDAY   ;9;186;2;1;2;0;0;0
FRIDAY   ;8;3;3;1;1;0;0;3
TUESDAY  ;9;39;5;1;1;0;0;3
THURSDAY ;3;23;3;1;2;0;0;3
THURSDAY ;10;3;1;1;1;0;0;3
SATURDAY ;7;0;1;1;1;0;0;3
TUESDAY  ;7;4;2;1;1;0;0;3
THURSDAY ;2;20;2;1;2;0;0;3
MONDAY   ;2;6;4;1;1;0;0;3
FRIDAY   ;9;3;5;1;2;1;0;3
MONDAY   ;10;2;2;1;2;0;0;3
MONDAY   ;3;0;4;1;1;0;0;3
TUESDAY  ;7;6;1;1;1;0;0;3
SATURDAY ;6;108;3;1;2;1;0;3
SATURDAY ;5;0;1;1;2;0;0;3
SATURDAY ;8;13;2;1;1;0;0;3
WEDNESDAY;7;9;3;1;1;0;0;3
MONDAY   ;7;33;4;1;1;0;0;3
TUESDAY  ;6;120;4;1;2;0;0;0
WEDNESDAY;10;19;2;1;1;0;0;3
TUESDAY  ;10;5;3;1;1;0;0;3
TUESDAY  ;6;122;3;1;2;0;0;3
TUESDAY  ;1;25;4;1;1;0;0;0
WEDNESDAY;3;117;3;1;2;0;0;3
MONDAY   ;2;4;2;1;1;0;0;3
FRIDAY   ;4;2;1;1;2;0;0;3
FRIDAY   ;10;49;2;1;2;0;0;3
WEDNESDAY;8;19;1;1;3;0;0;3
FRIDAY   ;5;2;1;1;1;0;0;3
SATURDAY ;2;9;1;1;2;0;0;0
WEDNESDAY;5;200;4;1;2;0;0;3
SATURDAY ;1;35;3;1;2;0;0;3
FRIDAY   ;1;7;2;1;1;0;0;0
SATURDAY ;3;0;1;1;1;0;0;3
MONDAY   ;5;59;3;1;2;0;0;3
MONDAY   ;8;5;10;1;2;0;0;3
MONDAY   ;3;24;1;1;2;0;0;3
MONDAY   ;4;0;1;1;1;0;0;3
FRIDAY   ;1;0;1;1;2;0;0;3
WEDNESDAY;10;27;3;1;2;0;0;3
FRIDAY   ;2;15;3;1;2;0;0;0
THURSDAY ;9;5;1;1;1;0;0;3
SATURDAY ;5;67;1;1;2;0;0;3
SATURDAY ;5;14;1;1;2;0;0;3
THURSDAY ;4;1;1;1;2;0;0;3
MONDAY   ;4;49;2;1;2;0;0;3
FRIDAY   ;8;101;4;1;2;0;0;3
FRIDAY   ;3;1;2;1;2;0;0;3
WEDNESDAY;6;7;1;1;2;0;0;3
WEDNESDAY;4;8;4;1;1;0;0;3
SATURDAY ;7;18;4;1;2;0;0;3
MONDAY   ;7;0;1;1;2;0;0;3
WEDNESDAY;9;45;2;1;2;0;0;3
SUNDAY   ;7;4;2;1;1;0;0;3
FRIDAY   ;1;28;2;1;2;0;0;3
SATURDAY ;8;0;1;1;1;0;0;3
SATURDAY ;1;0;1;1;2;1;0;3
WEDNESDAY;10;0;2;1;1;0;0;3
SUNDAY   ;5;6;3;1;1;0;0;3
FRIDAY   ;1;1;1;1;2;0;0;3
WEDNESDAY;1;14;5;1;2;0;0;3
TUESDAY  ;4;5;1;1;1;0;0;3
TUESDAY  ;4;66;4;1;2;0;0;0
TUESDAY  ;7;8;1;1;2;0;0;3
THURSDAY ;3;22;3;1;2;0;0;3
FRIDAY   ;4;123;3;1;2;0;0;3
SUNDAY   ;9;4;2;1;1;0;0;3
WEDNESDAY;7;82;3;1;2;0;0;3
WEDNESDAY;10;247;1;1;1;0;0;3
MONDAY   ;6;3;3;1;1;0;0;3
THURSDAY ;7;2;1;1;1;0;0;3
FRIDAY   ;5;9;1;1;1;0;0;3
MONDAY   ;6;1;1;1;2;0;0;3
WEDNESDAY;7;26;2;1;2;0;0;3
FRIDAY   ;7;11;1;1;1;0;0;3
FRIDAY   ;9;10;1;1;1;0;0;3
FRIDAY   ;7;57;5;1;3;0;0;3
FRIDAY   ;3;4;1;1;2;0;0;0
TUESDAY  ;11;1;2;1;1;0;0;3
WEDNESDAY;8;147;2;1;2;0;0;0
FRIDAY   ;9;66;2;1;1;0;0;3
WEDNESDAY;10;13;2;1;1;0;0;3
THURSDAY ;2;48;1;1;2;0;0;3
MONDAY   ;1;0;1;1;1;0;0;3
SUNDAY   ;4;6;3;1;2;0;0;3
WEDNESDAY;3;77;4;1;2;0;0;3
WEDNESDAY;1;9;4;1;2;0;0;3
TUESDAY  ;4;17;1;1;1;0;0;3
MONDAY   ;4;2;1;1;1;0;0;3
FRIDAY   ;1;0;1;1;1;2;0;3
FRIDAY   ;2;1;2;1;1;0;0;3
TUESDAY  ;7;32;5;1;1;0;0;3
SUNDAY   ;10;8;1;1;3;0;0;3
MONDAY   ;3;7;2;1;1;0;0;3
WEDNESDAY;1;1;3;1;1;0;0;3
THURSDAY ;3;16;4;1;2;1;0;3
TUESDAY  ;3;4;1;1;1;0;0;3
FRIDAY   ;6;7;1;1;3;0;0;3
FRIDAY   ;9;1;1;1;2;0;0;3
MONDAY   ;4;0;9;1;1;0;0;3
FRIDAY   ;6;0;1;1;2;0;0;3
THURSDAY ;3;6;3;1;1;0;0;3
SUNDAY   ;9;39;1;1;2;0;0;3
FRIDAY   ;6;14;2;1;2;0;0;3
WEDNESDAY;10;7;1;1;1;0;0;3
WEDNESDAY;9;22;5;1;2;0;0;3
FRIDAY   ;4;2;1;1;2;0;0;3
MONDAY   ;10;84;2;1;1;0;0;3
SATURDAY ;9;3;3;1;1;0;0;3
SATURDAY ;3;22;5;1;1;0;0;3
TUESDAY  ;10;6;2;1;1;0;0;3
TUESDAY  ;8;85;10;1;2;0;0;3
SATURDAY ;3;10;3;1;1;0;0;3
SUNDAY   ;2;44;1;1;2;0;0;0
WEDNESDAY;8;23;6;1;1;0;0;3
MONDAY   ;3;13;1;1;1;0;0;0
TUESDAY  ;1;25;4;1;1;0;0;0
FRIDAY   ;7;224;3;1;2;0;0;3
MONDAY   ;2;6;1;1;1;0;0;3
WEDNESDAY;7;9;4;1;1;0;0;3
THURSDAY ;10;13;1;1;1;0;0;3
WEDNESDAY;10;7;3;1;2;0;0;3
TUESDAY  ;1;21;1;1;1;0;0;3
THURSDAY ;1;0;1;1;1;0;0;3
WEDNESDAY;9;6;1;1;1;0;0;3
SUNDAY   ;9;101;1;1;2;0;0;3
WEDNESDAY;9;14;4;1;2;0;0;3
MONDAY   ;7;152;3;1;2;0;0;0
SATURDAY ;3;102;1;1;2;0;0;3
TUESDAY  ;7;67;2;1;2;0;0;3
MONDAY   ;3;35;2;1;1;0;0;3
THURSDAY ;5;51;3;1;2;0;0;3
TUESDAY  ;3;1;6;1;2;1;0;3
FRIDAY   ;10;3;2;1;2;0;0;3
MONDAY   ;5;1;1;1;1;0;0;3
SATURDAY ;10;8;1;1;2;0;0;3
MONDAY   ;4;0;2;1;1;0;0;3
SATURDAY ;9;65;4;1;1;0;0;3
TUESDAY  ;11;4;5;1;1;0;0;3
MONDAY   ;9;6;2;1;1;0;0;3
MONDAY   ;8;32;4;1;2;1;0;3
SATURDAY ;4;2;10;1;2;0;0;3
SATURDAY ;10;77;3;1;2;1;0;3
MONDAY   ;7;18;3;1;1;0;0;3
THURSDAY ;8;77;5;1;2;0;0;3
FRIDAY   ;6;36;3;1;1;0;0;3
FRIDAY   ;1;25;2;1;2;0;0;3
WEDNESDAY;10;5;4;1;1;0;0;3
WEDNESDAY;5;31;4;1;2;0;0;3
THURSDAY ;7;1;4;1;2;0;0;3
FRIDAY   ;5;34;2;1;2;0;0;3
THURSDAY ;8;1;1;1;2;0;0;3
WEDNESDAY;1;0;1;1;1;0;0;0
WEDNESDAY;3;69;1;1;1;0;0;3
WEDNESDAY;8;10;1;1;1;0;0;3
SUNDAY   ;6;21;1;1;2;0;0;3
SATURDAY ;3;30;5;1;2;0;0;3
FRIDAY   ;6;0;1;1;2;0;0;3
MONDAY   ;10;46;2;1;1;0;0;3
TUESDAY  ;5;6;2;1;1;0;0;3
THURSDAY ;10;10;1;1;2;0;0;3
FRIDAY   ;7;32;1;1;1;0;0;3
FRIDAY   ;6;87;5;1;2;0;0;3
SUNDAY   ;7;20;3;1;3;0;0;3
SATURDAY ;6;2;1;1;1;0;0;3
SUNDAY   ;6;4;5;1;1;0;0;3
TUESDAY  ;7;5;1;1;2;0;0;3
THURSDAY ;9;1;1;1;2;0;0;3
FRIDAY   ;6;67;4;1;1;0;0;3
TUESDAY  ;5;0;1;1;2;0;0;3
SUNDAY   ;2;20;2;1;2;0;0;0
TUESDAY  ;3;33;4;1;2;0;0;3
MONDAY   ;11;4;1;1;2;0;0;3
SUNDAY   ;7;89;6;1;2;0;0;3
FRIDAY   ;6;43;2;1;2;0;0;3
FRIDAY   ;10;249;9;1;2;0;0;3
MONDAY   ;3;3;1;1;1;0;0;0
THURSDAY ;9;17;1;1;2;0;0;3
MONDAY   ;1;17;1;1;1;0;0;3
SUNDAY   ;10;2;6;1;1;0;0;3
MONDAY   ;7;21;2;1;1;0;0;3
WEDNESDAY;3;8;1;1;1;0;0;3
TUESDAY  ;3;0;2;1;1;0;0;3
SATURDAY ;6;10;1;1;2;0;0;3
SUNDAY   ;7;3;6;1;1;0;0;3
SATURDAY ;4;30;7;1;2;1;0;3
THURSDAY ;3;1;1;1;1;0;0;3
WEDNESDAY;10;57;2;1;2;0;0;3
THURSDAY ;2;9;1;1;1;0;0;3
FRIDAY   ;3;0;2;1;1;0;0;3
SUNDAY   ;4;60;4;1;2;0;0;0
TUESDAY  ;3;11;2;1;1;0;0;3
WEDNESDAY;5;41;2;1;2;0;0;3
TUESDAY  ;7;27;6;1;2;0;0;3
TUESDAY  ;2;19;1;1;2;0;0;3
WEDNESDAY;1;44;4;1;1;0;0;3
MONDAY   ;4;67;2;1;2;0;0;3
FRIDAY   ;5;176;4;1;2;0;0;3
TUESDAY  ;6;36;1;1;2;0;0;3
MONDAY   ;7;70;2;1;2;0;0;3
SATURDAY ;7;4;6;1;1;0;0;3
FRIDAY   ;3;2;2;1;1;0;0;0
MONDAY   ;1;9;1;1;2;0;0;3
SATURDAY ;4;4;1;1;1;0;0;3
FRIDAY   ;9;5;1;1;2;0;0;3
MONDAY   ;3;13;2;1;1;0;0;0
SUNDAY   ;10;88;3;1;1;0;0;3
MONDAY   ;7;19;1;1;1;0;0;3
SUNDAY   ;4;6;1;1;2;0;0;3
MONDAY   ;9;23;2;1;2;0;0;3
WEDNESDAY;2;13;1;1;1;0;0;0
FRIDAY   ;2;10;2;1;2;0;0;0
SATURDAY ;6;18;1;1;2;0;0;3
THURSDAY ;2;8;3;1;1;0;0;3
SUNDAY   ;9;7;1;1;2;0;0;3
TUESDAY  ;5;65;3;1;2;0;0;3
TUESDAY  ;1;4;1;1;2;0;0;0
FRIDAY   ;6;32;7;1;2;0;0;3
THURSDAY ;5;13;1;1;1;0;0;3
WEDNESDAY;10;17;3;1;2;0;0;3
MONDAY   ;12;26;4;1;1;0;0;3
MONDAY   ;12;56;3;1;2;1;0;3
MONDAY   ;12;56;3;1;2;1;0;3
MONDAY   ;12;29;4;1;1;0;0;3
TUESDAY  ;12;9;5;1;1;0;0;3
THURSDAY ;12;51;4;1;1;0;0;3
SATURDAY ;11;12;4;1;2;0;0;3
SATURDAY ;12;2;4;1;1;0;0;3
MONDAY   ;11;33;3;1;2;1;0;3
WEDNESDAY;12;26;4;1;1;0;0;3
MONDAY   ;12;65;3;1;2;0;0;3
MONDAY   ;12;12;3;1;2;0;0;3
SATURDAY ;12;4;6;1;1;0;0;3
MONDAY   ;12;49;5;1;2;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
MONDAY   ;12;17;2;1;3;0;0;3
SATURDAY ;11;0;4;1;1;0;0;3
MONDAY   ;11;3;3;1;2;0;0;3
SUNDAY   ;11;1;4;1;1;0;0;3
THURSDAY ;12;25;3;1;3;0;0;3
SUNDAY   ;11;25;5;1;2;0;0;3
MONDAY   ;12;28;5;1;2;0;0;3
